"gene_id","species","expression_id","id_type","source_info","gene_name","hog_id","og_id"
"CAGL0F06413g","glabrata","CAGL0F06413g","CAGL0","original","","N1.HOG0000170","OG0000098"
"CAGL0F06435g","glabrata","CAGL0F06435g","CAGL0","original","","N1.HOG0003982","OG0003743"
"CAGL0F06457g","glabrata","CAGL0F06457g","CAGL0","original","","N1.HOG0002633","OG0002393"
"CAGL0F06479g","glabrata","CAGL0F06479g","CAGL0","original","","N1.HOG0002907","OG0002667"
"CAGL0F06501g","glabrata","CAGL0F06501g","CAGL0","original","","N1.HOG0001503","OG0001263"
"CAGL0F06523g","glabrata","CAGL0F06523g","CAGL0","original","","N1.HOG0001707","OG0001467"
"CAGL0F06545g","glabrata","CAGL0F06545g","CAGL0","original","","N1.HOG0000243","OG0000140"
"CAGL0F06567g","glabrata","CAGL0F06567g","CAGL0","original","","N1.HOG0001346","OG0001105"
"CAGL0F06589g","glabrata","CAGL0F06589g","CAGL0","original","","N1.HOG0001359","OG0001119"
"CAGL0F06611g","glabrata","CAGL0F06611g","CAGL0","original","","N1.HOG0001346","OG0001105"
"CAGL0F06633g","glabrata","CAGL0F06633g","CAGL0","original","","N1.HOG0001896","OG0001656"
"CAGL0F06655g","glabrata","CAGL0F06655g","CAGL0","original","","N1.HOG0001712","OG0001472"
"CAGL0F06677g","glabrata","CAGL0F06677g","CAGL0","original","GPA1","N1.HOG0001959","OG0001719"
"CAGL0F06693g","glabrata","CAGL0F06693g","CAGL0","original","","N1.HOG0001135","OG0000896"
"CAGL0F06699g","glabrata","CAGL0F06699g","CAGL0","original","",,
"CAGL0F06721g","glabrata","CAGL0F06721g","CAGL0","original","","N1.HOG0002077","OG0001837"
"CAGL0F06743g","glabrata","CAGL0F06743g","CAGL0","original","","N1.HOG0001083","OG0000845"
"CAGL0F06765g","glabrata","CAGL0F06765g","CAGL0","original","","N1.HOG0004523","OG0004287"
"CAGL0F06787g","glabrata","CAGL0F06787g","CAGL0","original","","N1.HOG0003798","OG0003559"
"CAGL0F06809g","glabrata","CAGL0F06809g","CAGL0","original","","N1.HOG0003823","OG0003584"
"CAGL0F06831g","glabrata","CAGL0F06831g","CAGL0","original","","N1.HOG0000588","OG0000369"
"CAGL0F06853g","glabrata","CAGL0F06853g","CAGL0","original","","N1.HOG0001915","OG0001675"
"CAGL0F06875g","glabrata","CAGL0F06875g","CAGL0","original","","N1.HOG0002450","OG0002210"
"CAGL0F06897g","glabrata","CAGL0F06897g","CAGL0","original","","N1.HOG0000516","OG0000307"
"CAGL0F06919g","glabrata","CAGL0F06919g","CAGL0","original","","N1.HOG0000516","OG0000307"
"CAGL0F06941g","glabrata","CAGL0F06941g","CAGL0","original","PYC1","N1.HOG0000778","OG0000546"
"CAGL0F06963g","glabrata","CAGL0F06963g","CAGL0","original","","N1.HOG0004524","OG0004288"
"CAGL0F06985g","glabrata","CAGL0F06985g","CAGL0","original","","N1.HOG0000596","OG0000376"
"CAGL0F07007g","glabrata","CAGL0F07007g","CAGL0","original","","N1.HOG0004083","OG0003844"
"CAGL0F07029g","glabrata","CAGL0F07029g","CAGL0","original","MET13","N1.HOG0001761","OG0001521"
"CAGL0F07051g","glabrata","CAGL0F07051g","CAGL0","original","","N1.HOG0002859","OG0002619"
"CAGL0F07073g","glabrata","CAGL0F07073g","CAGL0","original","","N1.HOG0001618","OG0001378"
"CAGL0F07095g","glabrata","CAGL0F07095g","CAGL0","original","","N1.HOG0002210","OG0001970"
"CAGL0F07117g","glabrata","CAGL0F07117g","CAGL0","original","","N1.HOG0005127","OG0004900"
"CAGL0F07139g","glabrata","CAGL0F07139g","CAGL0","original","","N1.HOG0000265","OG0000152"
"CAGL0F07172g","glabrata","CAGL0F07172g","CAGL0","original","","N1.HOG0002526","OG0002286"
"CAGL0F07249g","glabrata","CAGL0F07249g","CAGL0","original","","N1.HOG0001293","OG0001052"
"CAGL0F07271g","glabrata","CAGL0F07271g","CAGL0","original","","N1.HOG0003939","OG0003700"
"CAGL0F07293g","glabrata","CAGL0F07293g","CAGL0","original","","N1.HOG0003447","OG0003207"
"CAGL0F07315g","glabrata","CAGL0F07315g","CAGL0","original","","N1.HOG0000754","OG0000523"
"CAGL0F07337g","glabrata","CAGL0F07337g","CAGL0","original","","N1.HOG0003556","OG0003314"
"CAGL0F07359g","glabrata","CAGL0F07359g","CAGL0","original","","N1.HOG0004214","OG0003976"
"CAGL0F07381g","glabrata","CAGL0F07381g","CAGL0","original","","N1.HOG0001293","OG0001052"
"CAGL0F07403g","glabrata","CAGL0F07403g","CAGL0","original","","N1.HOG0002988","OG0002748"
"CAGL0F07425g","glabrata","CAGL0F07425g","CAGL0","original","","N1.HOG0003141","OG0002901"
"CAGL0F07447g","glabrata","CAGL0F07447g","CAGL0","original","","N1.HOG0004525","OG0004289"
"CAGL0F07469g","glabrata","CAGL0F07469g","CAGL0","original","","N1.HOG0000773","OG0000542"
"CAGL0F07491g","glabrata","CAGL0F07491g","CAGL0","original","","N1.HOG0002108","OG0001868"
"CAGL0F07513g","glabrata","CAGL0F07513g","CAGL0","original","","N1.HOG0003698","OG0003456"
"CAGL0F07535g","glabrata","CAGL0F07535g","CAGL0","original","","N1.HOG0002976","OG0002736"
"CAGL0F07557g","glabrata","CAGL0F07557g","CAGL0","original","","N1.HOG0001670","OG0001430"
"CAGL0F07579g","glabrata","CAGL0F07579g","CAGL0","original","CWP1.2","N1.HOG0000426","OG0000243"
"CAGL0F07601g","glabrata","CAGL0F07601g","CAGL0","original","CWP1.1","N1.HOG0000426","OG0000243"
"CAGL0F07623g","glabrata","CAGL0F07623g","CAGL0","original","","N1.HOG0004327","OG0004090"
"CAGL0F07645g","glabrata","CAGL0F07645g","CAGL0","original","","N1.HOG0002442","OG0002202"
"CAGL0F07667g","glabrata","CAGL0F07667g","CAGL0","original","MSS11","N1.HOG0000377","OG0000216"
"CAGL0F07689g","glabrata","CAGL0F07689g","CAGL0","original","","N1.HOG0003051","OG0002811"
"CAGL0F07711g","glabrata","CAGL0F07711g","CAGL0","original","","N1.HOG0002064","OG0001824"
"CAGL0F07733g","glabrata","CAGL0F07733g","CAGL0","original","","N1.HOG0002330","OG0002090"
"CAGL0F07755g","glabrata","CAGL0F07755g","CAGL0","original","CEP3","N1.HOG0004526","OG0004290"
"CAGL0F07777g","glabrata","CAGL0F07777g","CAGL0","original","","N1.HOG0000026","OG0000015"
"CAGL0F07799g","glabrata","CAGL0F07799g","CAGL0","original","","N1.HOG0002814","OG0002574"
"CAGL0F07821g","glabrata","CAGL0F07821g","CAGL0","original","","N1.HOG0003381","OG0003141"
"CAGL0F07843g","glabrata","CAGL0F07843g","CAGL0","original","","N1.HOG0001444","OG0001204"
"CAGL0F07865g","glabrata","CAGL0F07865g","CAGL0","original","UPC2B","N1.HOG0000630","OG0000409"
"CAGL0F07887g","glabrata","CAGL0F07887g","CAGL0","original","","N1.HOG0002645","OG0002405"
"CAGL0F07909g","glabrata","CAGL0F07909g","CAGL0","original","","N1.HOG0000199","OG0000112"
"CAGL0F07931g","glabrata","CAGL0F07931g","CAGL0","original","","N1.HOG0000743","OG0000513"
"CAGL0F07953g","glabrata","CAGL0F07953g","CAGL0","original","","N1.HOG0004527","OG0004291"
"CAGL0F07975g","glabrata","CAGL0F07975g","CAGL0","original","","N1.HOG0003720","OG0003481"
"CAGL0F07997g","glabrata","CAGL0F07997g","CAGL0","original","","N1.HOG0000621","OG0000401"
"CAGL0F08019g","glabrata","CAGL0F08019g","CAGL0","original","PEX21","N1.HOG0004528","OG0004292"
"CAGL0F08041g","glabrata","CAGL0F08041g","CAGL0","original","PFK1","N1.HOG0000219","OG0000126"
"CAGL0F08063g","glabrata","CAGL0F08063g","CAGL0","original","","N1.HOG0000694","OG0000464"
"CAGL0F08085g","glabrata","CAGL0F08085g","CAGL0","original","","N1.HOG0000749","OG0000518"
"CAGL0F08107g","glabrata","CAGL0F08107g","CAGL0","original","LSC2","N1.HOG0002809","OG0002569"
"CAGL0F08129g","glabrata","CAGL0F08129g","CAGL0","original","SDA1","N1.HOG0002387","OG0002147"
"CAGL0F08151g","glabrata","CAGL0F08151g","CAGL0","original","","N1.HOG0001514","OG0001274"
"CAGL0F08173g","glabrata","CAGL0F08173g","CAGL0","original","","N1.HOG0002287","OG0002047"
"CAGL0F08195g","glabrata","CAGL0F08195g","CAGL0","original","","N1.HOG0000103","OG0000054"
"CAGL0F08217g","glabrata","CAGL0F08217g","CAGL0","original","","N1.HOG0004833","OG0004601"
"CAGL0F08239g","glabrata","CAGL0F08239g","CAGL0","original","","N1.HOG0001039","OG0000802"
"CAGL0F08261g","glabrata","CAGL0F08261g","CAGL0","original","","N1.HOG0000579","OG0000360"
"CAGL0F08283g","glabrata","CAGL0F08283g","CAGL0","original","","N1.HOG0002997","OG0002757"
"CAGL0F08305g","glabrata","CAGL0F08305g","CAGL0","original","","N1.HOG0001439","OG0001199"
"CAGL0F08327g","glabrata","CAGL0F08327g","CAGL0","original","","N1.HOG0003539","OG0003297"
"CAGL0F08371g","glabrata","CAGL0F08371g","CAGL0","original","TNA1","N1.HOG0000084","OG0000044"
"CAGL0F08393g","glabrata","CAGL0F08393g","CAGL0","original","","N1.HOG0002723","OG0002483"
"CAGL0F08415g","glabrata","CAGL0F08415g","CAGL0","original","","N1.HOG0001579","OG0001339"
"CAGL0F08437g","glabrata","CAGL0F08437g","CAGL0","original","","N1.HOG0000105","OG0000055"
"CAGL0F08459g","glabrata","CAGL0F08459g","CAGL0","original","","N1.HOG0002124","OG0001884"
"CAGL0F08481g","glabrata","CAGL0F08481g","CAGL0","original","","N1.HOG0002262","OG0002022"
"CAGL0F08503g","glabrata","CAGL0F08503g","CAGL0","original","","N1.HOG0002542","OG0002302"
"CAGL0F08525g","glabrata","CAGL0F08525g","CAGL0","original","","N1.HOG0001940","OG0001700"
"CAGL0F08547g","glabrata","CAGL0F08547g","CAGL0","original","EFB1","N1.HOG0001441","OG0001201"
"CAGL0F08569g","glabrata","CAGL0F08569g","CAGL0","original","","N1.HOG0000913","OG0000678"
"CAGL0F08591g","glabrata","CAGL0F08591g","CAGL0","original","","N1.HOG0004529","OG0004293"
"CAGL0F08613g","glabrata","CAGL0F08613g","CAGL0","original","","N1.HOG0002891","OG0002651"
"CAGL0F08635g","glabrata","CAGL0F08635g","CAGL0","original","","N1.HOG0002555","OG0002315"
"CAGL0F08657g","glabrata","CAGL0F08657g","CAGL0","original","PEX23","N1.HOG0000912","OG0000677"
"CAGL0F08679g","glabrata","CAGL0F08679g","CAGL0","original","","N1.HOG0001779","OG0001539"
"CAGL0F08701g","glabrata","CAGL0F08701g","CAGL0","original","","N1.HOG0003339","OG0003099"
"CAGL0F08723g","glabrata","CAGL0F08723g","CAGL0","original","","N1.HOG0002281","OG0002041"
"CAGL0F08745g","glabrata","CAGL0F08745g","CAGL0","original","","N1.HOG0000948","OG0000712"
"CAGL0F08789g","glabrata","CAGL0F08789g","CAGL0","original","","N1.HOG0002792","OG0002552"
"CAGL0F08811g","glabrata","CAGL0F08811g","CAGL0","original","","N1.HOG0001132","OG0000893"
"CAGL0F08833g","glabrata","CAGL0F08833g","CAGL0","original","","N1.HOG0000436","OG0000250"
"CAGL0F08855g","glabrata","CAGL0F08855g","CAGL0","original","","N1.HOG0004530","OG0004294"
"CAGL0F08877g","glabrata","CAGL0F08877g","CAGL0","original","","N1.HOG0004531","OG0004295"
"CAGL0F08943g","glabrata","CAGL0F08943g","CAGL0","original","","N1.HOG0003519","OG0003277"
"CAGL0F08965g","glabrata","CAGL0F08965g","CAGL0","original","","N1.HOG0002870","OG0002630"
"CAGL0F08987g","glabrata","CAGL0F08987g","CAGL0","original","","N1.HOG0002606","OG0002366"
"CAGL0F09009g","glabrata","CAGL0F09009g","CAGL0","original","","N1.HOG0003058","OG0002818"
"CAGL0F09031g","glabrata","CAGL0F09031g","CAGL0","original","","N1.HOG0000582","OG0000363"
"CAGL0F09053g","glabrata","CAGL0F09053g","CAGL0","original","","N1.HOG0004036","OG0003797"
"CAGL0F09075g","glabrata","CAGL0F09075g","CAGL0","original","","N1.HOG0002835","OG0002595"
"CAGL0F09097g","glabrata","CAGL0F09097g","CAGL0","original","SKN7","N1.HOG0002585","OG0002345"
"CAGL0F09119g","glabrata","CAGL0F09119g","CAGL0","original","","N1.HOG0003752","OG0003513"
"CAGL0F09163g","glabrata","CAGL0F09163g","CAGL0","original","","N1.HOG0003928","OG0003689"
"CAGL0F09185g","glabrata","CAGL0F09185g","CAGL0","original","","N1.HOG0001562","OG0001322"
"CAGL0F09207g","glabrata","CAGL0F09207g","CAGL0","original","BAT1","N1.HOG0000434","OG0000248"
"CAGL0F09229g","glabrata","CAGL0F09229g","CAGL0","original","","N1.HOG0000705","OG0000475"
"CAGL0G00143g","glabrata","CAGL0G00143g","CAGL0","original","",,
"CAGL0G00154g","glabrata","CAGL0G00154g","CAGL0","original","","N1.HOG0002181","OG0001941"
"CAGL0G00176g","glabrata","CAGL0G00176g","CAGL0","original","ERV29","N1.HOG0002823","OG0002583"
"CAGL0G00220g","glabrata","CAGL0G00220g","CAGL0","original","","N1.HOG0002883","OG0002643"
"CAGL0G00242g","glabrata","CAGL0G00242g","CAGL0","original","YOR1","N1.HOG0000614","OG0000394"
"CAGL0G00264g","glabrata","CAGL0G00264g","CAGL0","original","","N1.HOG0003575","OG0003333"
"CAGL0G00286g","glabrata","CAGL0G00286g","CAGL0","original","GAS1","N1.HOG0000119","OG0000066"
"CAGL0G00308g","glabrata","CAGL0G00308g","CAGL0","original","SCW4","N1.HOG0000363","OG0000205"
"CAGL0G00330g","glabrata","CAGL0G00330g","CAGL0","original","","N1.HOG0001119","OG0000880"
"CAGL0G00352g","glabrata","CAGL0G00352g","CAGL0","original","","N1.HOG0002829","OG0002589"
"CAGL0G00374g","glabrata","CAGL0G00374g","CAGL0","original","","N1.HOG0001249","OG0001010"
"CAGL0G00396g","glabrata","CAGL0G00396g","CAGL0","original","","N1.HOG0004532","OG0004296"
"CAGL0G00418g","glabrata","CAGL0G00418g","CAGL0","original","","N1.HOG0002963","OG0002723"
"CAGL0G00440g","glabrata","CAGL0G00440g","CAGL0","original","","N1.HOG0003431","OG0003191"
"CAGL0G00462g","glabrata","CAGL0G00462g","CAGL0","original","","N1.HOG0000800","OG0000568"
"CAGL0G00484g","glabrata","CAGL0G00484g","CAGL0","original","","N1.HOG0002401","OG0002161"
"CAGL0G00506g","glabrata","CAGL0G00506g","CAGL0","original","","N1.HOG0000266","OG0000153"
"CAGL0G00528g","glabrata","CAGL0G00528g","CAGL0","original","","N1.HOG0001619","OG0001379"
"CAGL0G00550g","glabrata","CAGL0G00550g","CAGL0","original","","N1.HOG0002746","OG0002506"
"CAGL0G00594g","glabrata","CAGL0G00594g","CAGL0","original","","N1.HOG0003510","OG0003268"
"CAGL0G00660g","glabrata","CAGL0G00660g","CAGL0","original","","N1.HOG0003271","OG0003031"
"CAGL0G00682g","glabrata","CAGL0G00682g","CAGL0","original","","N1.HOG0000278","OG0000159"
"CAGL0G00704g","glabrata","CAGL0G00704g","CAGL0","original","","N1.HOG0002293","OG0002053"
"CAGL0G00726g","glabrata","CAGL0G00726g","CAGL0","original","RFA1","N1.HOG0001210","OG0000971"
"CAGL0G00748g","glabrata","CAGL0G00748g","CAGL0","original","","N1.HOG0002922","OG0002682"
"CAGL0G00814g","glabrata","CAGL0G00814g","CAGL0","original","","N1.HOG0002626","OG0002386"
"CAGL0G00858g","glabrata","CAGL0G00858g","CAGL0","original","","N1.HOG0003699","OG0003457"
"CAGL0G00902g","glabrata","CAGL0G00902g","CAGL0","original","","N1.HOG0002763","OG0002523"
"CAGL0G00924g","glabrata","CAGL0G00924g","CAGL0","original","GLM5","N1.HOG0003551","OG0003309"
"CAGL0G00946g","glabrata","CAGL0G00946g","CAGL0","original","","N1.HOG0002575","OG0002335"
"CAGL0G00968g","glabrata","CAGL0G00968g","CAGL0","original","","N1.HOG0001573","OG0001333"
"CAGL0G00990g","glabrata","CAGL0G00990g","CAGL0","original","RPP0","N1.HOG0002278","OG0002038"
"CAGL0G01012g","glabrata","CAGL0G01012g","CAGL0","original","","N1.HOG0004534","OG0004298"
"CAGL0G01034g","glabrata","CAGL0G01034g","CAGL0","original","FKS1","N1.HOG0000092","OG0000048"
"CAGL0G01056g","glabrata","CAGL0G01056g","CAGL0","original","GAS3","N1.HOG0000118","OG0000066"
"CAGL0G01078g","glabrata","CAGL0G01078g","CAGL0","original","","N1.HOG0001152","OG0000913"
"CAGL0G01100g","glabrata","CAGL0G01100g","CAGL0","original","","N1.HOG0003283","OG0003043"
"CAGL0G01122g","glabrata","CAGL0G01122g","CAGL0","original","","N1.HOG0005921","OG0005785"
"CAGL0G01144g","glabrata","CAGL0G01144g","CAGL0","original","","N1.HOG0001878","OG0001638"
"CAGL0G01166g","glabrata","CAGL0G01166g","CAGL0","original","","N1.HOG0003886","OG0003647"
"CAGL0G01188g","glabrata","CAGL0G01188g","CAGL0","original","","N1.HOG0000914","OG0000679"
"CAGL0G01210g","glabrata","CAGL0G01210g","CAGL0","original","NIT3","N1.HOG0002644","OG0002404"
"CAGL0G01232g","glabrata","CAGL0G01232g","CAGL0","original","","N1.HOG0001301","OG0001060"
"CAGL0G01254g","glabrata","CAGL0G01254g","CAGL0","original","ARO8","N1.HOG0000908","OG0000673"
"CAGL0G01276g","glabrata","CAGL0G01276g","CAGL0","original","","N1.HOG0001526","OG0001286"
"CAGL0G01298g","glabrata","CAGL0G01298g","CAGL0","original","","N1.HOG0001775","OG0001535"
"CAGL0G01320g","glabrata","CAGL0G01320g","CAGL0","original","","N1.HOG0000269","OG0000154"
"CAGL0G01342g","glabrata","CAGL0G01342g","CAGL0","original","","N1.HOG0000268","OG0000154"
"CAGL0G01364g","glabrata","CAGL0G01364g","CAGL0","original","","N1.HOG0003264","OG0003024"
"CAGL0G01386g","glabrata","CAGL0G01386g","CAGL0","original","","N1.HOG0000700","OG0000470"
"CAGL0G01408g","glabrata","CAGL0G01408g","CAGL0","original","",,
"CAGL0G01430g","glabrata","CAGL0G01430g","CAGL0","original","","N1.HOG0003577","OG0003335"
"CAGL0G01452g","glabrata","CAGL0G01452g","CAGL0","original","","N1.HOG0002649","OG0002409"
"CAGL0G01474g","glabrata","CAGL0G01474g","CAGL0","original","","N1.HOG0000643","OG0000420"
"CAGL0G01496g","glabrata","CAGL0G01496g","CAGL0","original","COG6","N1.HOG0001463","OG0001223"
"CAGL0G01540g","glabrata","CAGL0G01540g","CAGL0","original","NCE103","N1.HOG0003778","OG0003539"
"CAGL0G01562g","glabrata","CAGL0G01562g","CAGL0","original","","N1.HOG0004137","OG0003900"
"CAGL0G01584g","glabrata","CAGL0G01584g","CAGL0","original","","N1.HOG0003251","OG0003011"
"CAGL0G01606g","glabrata","CAGL0G01606g","CAGL0","original","","N1.HOG0003849","OG0003610"
"CAGL0G01628g","glabrata","CAGL0G01628g","CAGL0","original","","N1.HOG0003602","OG0003360"
"CAGL0G01672g","glabrata","CAGL0G01672g","CAGL0","original","","N1.HOG0002647","OG0002407"
"CAGL0G01694g","glabrata","CAGL0G01694g","CAGL0","original","","N1.HOG0001243","OG0001004"
"CAGL0G01716g","glabrata","CAGL0G01716g","CAGL0","original","","N1.HOG0005128","OG0004901"
"CAGL0G01738g","glabrata","CAGL0G01738g","CAGL0","original","","N1.HOG0000216","OG0000124"
"CAGL0G01760g","glabrata","CAGL0G01760g","CAGL0","original","","N1.HOG0002657","OG0002417"
"CAGL0G01782g","glabrata","CAGL0G01782g","CAGL0","original","","N1.HOG0001734","OG0001494"
"CAGL0G01804g","glabrata","CAGL0G01804g","CAGL0","original","","N1.HOG0002141","OG0001901"
"CAGL0G01826g","glabrata","CAGL0G01826g","CAGL0","original","","N1.HOG0001190","OG0000951"
"CAGL0G01848g","glabrata","CAGL0G01848g","CAGL0","original","","N1.HOG0004535","OG0004299"
"CAGL0G01881g","glabrata","CAGL0G01881g","CAGL0","original","","N1.HOG0003309","OG0003069"
"CAGL0G01892g","glabrata","CAGL0G01892g","CAGL0","original","","N1.HOG0001151","OG0000912"
"CAGL0G01903g","glabrata","CAGL0G01903g","CAGL0","original","MET1","N1.HOG0001299","OG0001058"
"CAGL0G01925g","glabrata","CAGL0G01925g","CAGL0","original","","N1.HOG0001982","OG0001742"
"CAGL0G01947g","glabrata","CAGL0G01947g","CAGL0","original","","N1.HOG0002374","OG0002134"
"CAGL0G01969g","glabrata","CAGL0G01969g","CAGL0","original","","N1.HOG0000611","OG0000391"
"CAGL0G01991g","glabrata","CAGL0G01991g","CAGL0","original","","N1.HOG0001733","OG0001493"
"CAGL0G02013g","glabrata","CAGL0G02013g","CAGL0","original","","N1.HOG0002403","OG0002163"
"CAGL0G02035g","glabrata","CAGL0G02035g","CAGL0","original","CKA2","N1.HOG0000236","OG0000136"
"CAGL0G02057g","glabrata","CAGL0G02057g","CAGL0","original","","N1.HOG0000780","OG0000548"
"CAGL0G02079g","glabrata","CAGL0G02079g","CAGL0","original","","N1.HOG0001383","OG0001143"
"CAGL0G02101g","glabrata","CAGL0G02101g","CAGL0","original","ECM4","N1.HOG0000653","OG0000429"
"CAGL0G02123g","glabrata","CAGL0G02123g","CAGL0","original","","N1.HOG0005922","OG0005786"
"CAGL0G02145g","glabrata","CAGL0G02145g","CAGL0","original","","N1.HOG0005923","OG0005787"
"CAGL0G02167g","glabrata","CAGL0G02167g","CAGL0","original","","N1.HOG0001417","OG0001177"
"CAGL0G02189g","glabrata","CAGL0G02189g","CAGL0","original","MTD1","N1.HOG0002551","OG0002311"
"CAGL0G02211g","glabrata","CAGL0G02211g","CAGL0","original","","N1.HOG0001354","OG0001114"
"CAGL0G02233g","glabrata","CAGL0G02233g","CAGL0","original","","N1.HOG0003787","OG0003548"
"CAGL0G02255g","glabrata","CAGL0G02255g","CAGL0","original","","N1.HOG0000746","OG0000516"
"CAGL0G02277g","glabrata","CAGL0G02277g","CAGL0","original","","N1.HOG0001811","OG0001571"
"CAGL0G02299g","glabrata","CAGL0G02299g","CAGL0","original","","N1.HOG0000253","OG0000146"
"CAGL0G02321g","glabrata","CAGL0G02321g","CAGL0","original","","N1.HOG0001504","OG0001264"
"CAGL0G02343g","glabrata","CAGL0G02343g","CAGL0","original","","N1.HOG0003210","OG0002970"
"CAGL0G02365g","glabrata","CAGL0G02365g","CAGL0","original","","N1.HOG0000669","OG0000443"
"CAGL0G02387g","glabrata","CAGL0G02387g","CAGL0","original","","N1.HOG0001154","OG0000915"
"CAGL0G02409g","glabrata","CAGL0G02409g","CAGL0","original","","N1.HOG0002942","OG0002702"
"CAGL0G02453g","glabrata","CAGL0G02453g","CAGL0","original","","N1.HOG0000978","OG0000741"
"CAGL0G02475g","glabrata","CAGL0G02475g","CAGL0","original","","N1.HOG0002934","OG0002694"
"CAGL0G02497g","glabrata","CAGL0G02497g","CAGL0","original","","N1.HOG0000960","OG0000724"
"CAGL0G02519g","glabrata","CAGL0G02519g","CAGL0","original","","N1.HOG0004143","OG0003906"
"CAGL0G02535g","glabrata","CAGL0G02535g","CAGL0","original","","N1.HOG0003710","OG0003471"
"CAGL0G02541g","glabrata","CAGL0G02541g","CAGL0","original","","N1.HOG0000632","OG0000411"
"CAGL0G02563g","glabrata","CAGL0G02563g","CAGL0","original","","N1.HOG0000983","OG0000746"
"CAGL0G02585g","glabrata","CAGL0G02585g","CAGL0","original","LYS12","N1.HOG0002106","OG0001866"
"CAGL0G02607g","glabrata","CAGL0G02607g","CAGL0","original","","N1.HOG0000125","OG0000069"
"CAGL0G02629g","glabrata","CAGL0G02629g","CAGL0","original","","N1.HOG0001863","OG0001623"
"CAGL0G02651g","glabrata","CAGL0G02651g","CAGL0","original","","N1.HOG0002079","OG0001839"
"CAGL0G02673g","glabrata","CAGL0G02673g","CAGL0","original","","N1.HOG0001437","OG0001197"
"CAGL0G02695g","glabrata","CAGL0G02695g","CAGL0","original","","N1.HOG0003864","OG0003625"
"CAGL0G02717g","glabrata","CAGL0G02717g","CAGL0","original","","N1.HOG0003614","OG0003372"
"CAGL0G02739g","glabrata","CAGL0G02739g","CAGL0","original","","N1.HOG0003197","OG0002957"
"CAGL0G02761g","glabrata","CAGL0G02761g","CAGL0","original","","N1.HOG0003326","OG0003086"
"CAGL0G02783g","glabrata","CAGL0G02783g","CAGL0","original","","N1.HOG0001984","OG0001744"
"CAGL0G02805g","glabrata","CAGL0G02805g","CAGL0","original","","N1.HOG0002453","OG0002213"
"CAGL0G02827g","glabrata","CAGL0G02827g","CAGL0","original","","N1.HOG0000700","OG0000470"
"CAGL0G02849g","glabrata","CAGL0G02849g","CAGL0","original","","N1.HOG0004834","OG0004602"
"CAGL0G02871g","glabrata","CAGL0G02871g","CAGL0","original","",,
"CAGL0G02893g","glabrata","CAGL0G02893g","CAGL0","original","","N1.HOG0003419","OG0003179"
"CAGL0G02915g","glabrata","CAGL0G02915g","CAGL0","original","PIL1","N1.HOG0000216","OG0000124"
"CAGL0G02937g","glabrata","CAGL0G02937g","CAGL0","original","","N1.HOG0000138","OG0000079"
"CAGL0G02959g","glabrata","CAGL0G02959g","CAGL0","original","","N1.HOG0001874","OG0001634"
"CAGL0G03003g","glabrata","CAGL0G03003g","CAGL0","original","","N1.HOG0002260","OG0002020"
"CAGL0G03025g","glabrata","CAGL0G03025g","CAGL0","original","","N1.HOG0002879","OG0002639"
"CAGL0G03047g","glabrata","CAGL0G03047g","CAGL0","original","","N1.HOG0000603","OG0000383"
"CAGL0G03069g","glabrata","CAGL0G03069g","CAGL0","original","","N1.HOG0003176","OG0002936"
"CAGL0G03091g","glabrata","CAGL0G03091g","CAGL0","original","","N1.HOG0003159","OG0002919"
"CAGL0G03113g","glabrata","CAGL0G03113g","CAGL0","original","","N1.HOG0003086","OG0002846"
"CAGL0G03135g","glabrata","CAGL0G03135g","CAGL0","original","","N1.HOG0001805","OG0001565"
"CAGL0G03157g","glabrata","CAGL0G03157g","CAGL0","original","","N1.HOG0003832","OG0003593"
"CAGL0G03179g","glabrata","CAGL0G03179g","CAGL0","original","","N1.HOG0003693","OG0003451"
"CAGL0G03201g","glabrata","CAGL0G03201g","CAGL0","original","","N1.HOG0003835","OG0003596"
"CAGL0G03223g","glabrata","CAGL0G03223g","CAGL0","original","","N1.HOG0002847","OG0002607"
"CAGL0G03245g","glabrata","CAGL0G03245g","CAGL0","original","","N1.HOG0000605","OG0000385"
"CAGL0G03267g","glabrata","CAGL0G03267g","CAGL0","original","","N1.HOG0000179","OG0000102"
"CAGL0G03289g","glabrata","CAGL0G03289g","CAGL0","original","SSA3","N1.HOG0000032","OG0000018"
"CAGL0G03311g","glabrata","CAGL0G03311g","CAGL0","original","","N1.HOG0003587","OG0003345"
"CAGL0G03333g","glabrata","CAGL0G03333g","CAGL0","original","","N1.HOG0004536","OG0004300"
"CAGL0G03355g","glabrata","CAGL0G03355g","CAGL0","original","","N1.HOG0001205","OG0000966"
"CAGL0G03399g","glabrata","CAGL0G03399g","CAGL0","original","","N1.HOG0000277","OG0000158"
"CAGL0G03421g","glabrata","CAGL0G03421g","CAGL0","original","FLO8","N1.HOG0000379","OG0000216"
"CAGL0G03443g","glabrata","CAGL0G03443g","CAGL0","original","","N1.HOG0001695","OG0001455"
"CAGL0G03465g","glabrata","CAGL0G03465g","CAGL0","original","","N1.HOG0003674","OG0003432"
"CAGL0G03487g","glabrata","CAGL0G03487g","CAGL0","original","","N1.HOG0003980","OG0003741"
"CAGL0G03509g","glabrata","CAGL0G03509g","CAGL0","original","","N1.HOG0000637","OG0000416"
"CAGL0G03531g","glabrata","CAGL0G03531g","CAGL0","original","","N1.HOG0004538","OG0004302"
