Bin index,yH299-parent-pool3,yH299-parent-pool3 rank
CP048241.1-114,11,1057
CP048241.1-115,41,372
CP048241.1-116,26,636
CP048241.1-117,59,196
CP048241.1-118,37,433
CP048241.1-119,30,541
CP048241.1-120,30,542
CP048241.1-121,11,1058
CP048241.1-122,7,1155
CP048241.1-123,44,334
CP048241.1-124,64,162
CP048241.1-125,50,273
CP048241.1-126,42,354
CP048241.1-127,33,494
CP048241.1-128,41,373
CP048241.1-129,16,918
CP048241.1-130,25,659
CP048241.1-131,20,809
CP048241.1-132,64,163
CP048241.1-133,27,609
CP048241.1-134,80,95
CP048241.1-135,132,27
CP048241.1-136,106,48
CP048241.1-137,82,91
CP048241.1-138,121,39
CP048241.1-139,72,127
CP048241.1-140,28,591
CP048241.1-141,27,610
CP048241.1-142,15,947
CP048241.1-143,58,205
CP048241.1-144,11,1059
CP048241.1-145,51,257
CP048241.1-146,49,286
CP048241.1-147,85,84
CP048241.1-148,62,178
CP048241.1-149,66,147
CP048241.1-150,25,660
CP048241.1-151,47,301
CP048241.1-152,26,637
CP048241.1-153,15,948
CP048241.1-154,85,85
CP048241.1-155,17,883
CP048241.1-156,28,592
CP048241.1-157,18,854
CP048241.1-158,6,1170
CP048241.1-159,19,828
CP048241.1-160,15,949
CP048241.1-161,19,829
CP048241.1-162,17,884
CP048241.1-163,9,1112
CP048241.1-164,8,1130
CP048241.1-165,10,1085
CP048241.1-166,11,1060
CP048241.1-167,23,725
CP048241.1-168,13,1003
CP048241.1-169,4,1206
CP048241.1-170,1,1246
CP048241.1-171,23,726
CP048241.1-172,31,524
CP048241.1-173,26,638
CP048241.1-174,7,1156
CP048241.1-175,12,1030
CP048241.1-176,23,727
CP048241.1-177,9,1113
CP048241.1-178,18,855
CP048241.1-179,28,593
CP048241.1-180,13,1004
CP048241.1-181,4,1207
CP048241.1-182,3,1216
CP048241.1-183,13,1005
CP048241.1-184,4,1208
CP048242.1-0,0,1258
CP048242.1-1,0,1259
CP048242.1-2,17,885
CP048242.1-3,40,387
CP048242.1-4,23,728
CP048242.1-5,35,463
CP048242.1-6,32,511
CP048242.1-7,39,404
CP048242.1-8,8,1131
CP048242.1-9,32,512
CP048242.1-10,34,478
CP048242.1-11,11,1061
CP048242.1-12,12,1031
CP048242.1-13,22,753
CP048242.1-14,6,1171
CP048242.1-15,16,919
CP048242.1-16,26,639
CP048242.1-17,21,782
CP048242.1-18,20,810
CP048242.1-19,21,783
CP048242.1-20,20,811
CP048242.1-21,22,754
CP048242.1-22,22,755
CP048242.1-23,47,302
CP048242.1-24,14,976
CP048242.1-25,9,1114
CP048242.1-26,33,495
CP048242.1-27,15,950
CP048242.1-28,15,951
CP048242.1-29,27,611
CP048242.1-30,11,1062
CP048242.1-31,33,496
CP048242.1-32,8,1132
CP048242.1-33,43,343
CP048242.1-34,5,1188
CP048242.1-35,8,1133
CP048242.1-36,18,856
CP048242.1-37,18,857
CP048242.1-38,34,479
CP048242.1-39,29,567
CP048242.1-40,15,952
CP048242.1-41,18,858
CP048242.1-42,3,1217
CP048242.1-43,12,1032
CP048242.1-44,17,886
CP048242.1-45,6,1172
CP048242.1-46,30,543
CP048242.1-47,16,920
CP048242.1-48,18,859
CP048242.1-49,8,1134
CP048242.1-50,11,1063
CP048242.1-51,12,1033
CP048242.1-52,15,953
CP048242.1-53,36,445
CP048242.1-54,30,544
CP048242.1-55,10,1086
CP048242.1-56,13,1006
CP048242.1-57,6,1173
CP048242.1-58,24,692
CP048242.1-59,9,1115
CP048242.1-60,28,594
CP048242.1-61,30,545
CP048242.1-62,28,595
CP048242.1-63,27,612
CP048242.1-64,9,1116
CP048242.1-65,24,693
CP048242.1-66,57,217
CP048242.1-67,17,887
CP048242.1-68,16,921
CP048242.1-69,15,954
CP048242.1-70,25,661
CP048242.1-71,21,784
CP048242.1-72,16,922
CP048242.1-73,9,1117
CP048242.1-74,31,525
CP048242.1-75,63,173
CP048242.1-76,15,955
CP048242.1-77,39,405
CP048242.1-78,24,694
CP048242.1-79,16,923
CP048242.1-80,35,464
CP048242.1-81,13,1007
CP048242.1-82,25,662
CP048242.1-83,3,1218
CP048242.1-84,14,977
CP048242.1-85,66,148
CP048242.1-86,98,57
CP048242.1-87,30,546
CP048242.1-88,64,164
CP048242.1-89,29,568
CP048242.1-90,24,695
CP048242.1-91,34,480
CP048242.1-92,2,1228
CP048242.1-93,31,526
CP048242.1-94,12,1034
CP048242.1-95,41,374
CP048242.1-96,25,663
CP048242.1-97,35,465
CP048242.1-98,22,756
CP048242.1-99,64,165
CP048242.1-100,66,149
CP048242.1-101,74,121
CP048242.1-102,26,640
CP048242.1-103,75,115
CP048242.1-104,40,388
CP048242.1-105,204,4
CP048242.1-106,29,569
CP048242.1-107,49,287
CP048242.1-108,44,335
CP048242.1-109,62,179
CP048242.1-110,34,481
CP048242.1-111,24,696
CP048242.1-112,19,830
CP048242.1-113,42,355
CP048242.1-114,7,1157
CP048242.1-115,1,1247
CP048242.1-116,16,924
CP048242.1-117,119,40
CP048242.1-118,21,785
CP048242.1-119,20,812
CP048242.1-120,62,180
CP048242.1-121,31,527
CP048242.1-122,21,786
CP048242.1-123,8,1135
CP048242.1-124,55,229
CP048242.1-125,38,419
CP048242.1-126,22,757
CP048242.1-127,29,570
CP048242.1-128,11,1064
CP048242.1-129,9,1118
CP048242.1-130,78,103
CP048242.1-131,51,258
CP048242.1-132,15,956
CP048242.1-133,5,1189
CP048242.1-134,33,497
CP048242.1-135,14,978
CP048242.1-136,30,547
CP048242.1-137,11,1065
CP048242.1-138,16,925
CP048242.1-139,21,787
CP048242.1-140,26,641
CP048242.1-141,10,1087
CP048242.1-142,3,1219
