Standard name,Common name,Type,Lib yH298-parent-pool1
GWK60_J04609,GWK60_J04609,ORF,2
GWK60_J04631,CRN1,ORF,3
GWK60_J04653,GWK60_J04653,ORF,1
GWK60_J04675,GWK60_J04675,ORF,2
GWK60_J04697,GWK60_J04697,ORF,2
GWK60_J04719,GWK60_J04719,ORF,0
GWK60_J04741,GWK60_J04741,ORF,0
GWK60_J04763,GWK60_J04763,ORF,1
GWK60_J04785,GWK60_J04785,ORF,1
GWK60_J04807,GWK60_J04807,ORF,3
GWK60_J04829,TIM54,ORF,0
GWK60_J04851,GWK60_J04851,ORF,2
GWK60_J04873,ZAP1,ORF,1
GWK60_J04895,GWK60_J04895,ORF,2
GWK60_J04917,GWK60_J04917,ORF,1
GWK60_J04939,BNA3,ORF,3
GWK60_J04961,GWK60_J04961,ORF,10
GWK60_J04983,GWK60_J04983,ORF,0
GWK60_J05005,LAS21,ORF,2
GWK60_J05027,GWK60_J05027,ORF,0
GWK60_J05049,GWK60_J05049,ORF,1
GWK60_J05071,GWK60_J05071,ORF,1
GWK60_J05093,GWK60_J05093,ORF,6
GWK60_J05115,GWK60_J05115,ORF,5
GWK60_J05137,GWK60_J05137,ORF,0
GWK60_J05159,GWK60_J05159,ORF,0
GWK60_J05181,GWK60_J05181,ORF,0
GWK60_J05203,GWK60_J05203,ORF,1
GWK60_J05225,GWK60_J05225,ORF,0
GWK60_J05247,GWK60_J05247,ORF,0
GWK60_J05269,GWK60_J05269,ORF,0
GWK60_J05291,GWK60_J05291,ORF,2
GWK60_J05313,GWK60_J05313,ORF,1
GWK60_J05335,GWK60_J05335,ORF,0
GWK60_J05357,GWK60_J05357,ORF,1
GWK60_J05379,GWK60_J05379,ORF,1
GWK60_J05401,TOP2,ORF,0
GWK60_J05423,GWK60_J05423,ORF,1
GWK60_J05445,GWK60_J05445,ORF,0
GWK60_J05467,INN1,ORF,0
GWK60_J05489,GWK60_J05489,ORF,1
GWK60_J05511,GWK60_J05511,ORF,0
GWK60_J05533,GWK60_J05533,ORF,1
GWK60_J05555,GWK60_J05555,ORF,0
GWK60_J05577,GWK60_J05577,ORF,1
GWK60_J05599,GWK60_J05599,ORF,4
GWK60_J05621,GWK60_J05621,ORF,12
GWK60_J05643,GWK60_J05643,ORF,5
GWK60_J05665,GWK60_J05665,ORF,0
GWK60_J05687,GWK60_J05687,ORF,0
GWK60_J05709,GWK60_J05709,ORF,3
GWK60_J05731,GWK60_J05731,ORF,3
GWK60_J05753,GWK60_J05753,ORF,3
GWK60_J05775,GWK60_J05775,ORF,2
GWK60_J05797,GWK60_J05797,ORF,0
GWK60_J05819,MEP2,ORF,4
GWK60_J05841,GWK60_J05841,ORF,3
GWK60_J05863,CBK1,ORF,0
GWK60_J05885,GWK60_J05885,ORF,1
GWK60_J05907,GWK60_J05907,ORF,0
GWK60_J05929,GWK60_J05929,ORF,0
GWK60_J05951,GWK60_J05951,ORF,3
GWK60_J05973,GWK60_J05973,ORF,0
GWK60_J05995,SKO1,ORF,4
GWK60_J06017,GWK60_J06017,ORF,3
GWK60_J06039,GWK60_J06039,ORF,0
GWK60_J06061,GWK60_J06061,ORF,2
GWK60_J06083,GWK60_J06083,ORF,1
GWK60_J06105,GWK60_J06105,ORF,0
GWK60_J06127,GWK60_J06127,ORF,0
GWK60_J06149,GWK60_J06149,ORF,1
GWK60_J06171,GWK60_J06171,ORF,4
GWK60_J06193,GWK60_J06193,ORF,1
GWK60_J06215,GWK60_J06215,ORF,0
GWK60_J06237,GWK60_J06237,ORF,9
GWK60_J06259,GWK60_J06259,ORF,0
GWK60_J06303,GWK60_J06303,ORF,3
GWK60_J06325,GWK60_J06325,ORF,1
GWK60_J06347,GWK60_J06347,ORF,1
GWK60_J06369,GWK60_J06369,ORF,1
GWK60_J06391,GWK60_J06391,ORF,2
GWK60_J06413,GWK60_J06413,ORF,0
GWK60_J06435,URA5,ORF,1
GWK60_J06457,GWK60_J06457,ORF,1
GWK60_J06501,GWK60_J06501,ORF,0
GWK60_J06523,GWK60_J06523,ORF,2
GWK60_J06545,GWK60_J06545,ORF,1
GWK60_J06567,GWK60_J06567,ORF,2
GWK60_J06589,GWK60_J06589,ORF,0
GWK60_J06611,GWK60_J06611,ORF,2
GWK60_J06633,GWK60_J06633,ORF,0
GWK60_J06655,GWK60_J06655,ORF,2
GWK60_J06677,GWK60_J06677,ORF,0
GWK60_J06699,GWK60_J06699,ORF,0
GWK60_J06721,VPS30,ORF,3
GWK60_J06743,GWK60_J06743,ORF,2
GWK60_J06765,GWK60_J06765,ORF,0
GWK60_J06787,GWK60_J06787,ORF,0
GWK60_J06809,GWK60_J06809,ORF,0
GWK60_J06831,GWK60_J06831,ORF,1
GWK60_J06853,GWK60_J06853,ORF,5
GWK60_J06875,GWK60_J06875,ORF,5
GWK60_J06897,GWK60_J06897,ORF,4
GWK60_J06919,GWK60_J06919,ORF,2
GWK60_J06941,GWK60_J06941,ORF,0
GWK60_J06963,GWK60_J06963,ORF,1
GWK60_J06985,GWK60_J06985,ORF,1
GWK60_J07007,GWK60_J07007,ORF,3
GWK60_J07029,PEX22,ORF,1
GWK60_J07051,GWK60_J07051,ORF,2
GWK60_J07073,RPS12,ORF,0
GWK60_J07095,GWK60_J07095,ORF,1
GWK60_J07117,GWK60_J07117,ORF,5
GWK60_J07139,GWK60_J07139,ORF,1
GWK60_J07161,GWK60_J07161,ORF,2
GWK60_J07183,GWK60_J07183,ORF,0
GWK60_J07205,GWK60_J07205,ORF,0
GWK60_J07227,URE2,ORF,0
GWK60_J07249,GWK60_J07249,ORF,2
GWK60_J07271,PDR16,ORF,0
GWK60_J07293,GWK60_J07293,ORF,0
GWK60_J07315,GWK60_J07315,ORF,2
GWK60_J07337,GWK60_J07337,ORF,7
GWK60_J07359,GWK60_J07359,ORF,3
GWK60_J07381,KEX2,ORF,7
GWK60_J07403,GWK60_J07403,ORF,4
GWK60_J07425,GWK60_J07425,ORF,0
GWK60_J07447,ZWF1,ORF,0
GWK60_J07469,SPO72,ORF,0
GWK60_J07491,SLA2,ORF,2
GWK60_J07513,GWK60_J07513,ORF,0
GWK60_J07535,GWK60_J07535,ORF,0
GWK60_J07557,GWK60_J07557,ORF,0
GWK60_J07579,GWK60_J07579,ORF,0
GWK60_J07601,GWK60_J07601,ORF,0
GWK60_J07623,GWK60_J07623,ORF,1
GWK60_J07645,GWK60_J07645,ORF,0
GWK60_J07667,GWK60_J07667,ORF,0
GWK60_J07689,GWK60_J07689,ORF,1
GWK60_J07711,GWK60_J07711,ORF,0
GWK60_J07733,GWK60_J07733,ORF,0
GWK60_J07755,GWK60_J07755,ORF,0
GWK60_J07777,GWK60_J07777,ORF,6
GWK60_J07799,GWK60_J07799,ORF,2
GWK60_J07821,GWK60_J07821,ORF,3
GWK60_J07843,GWK60_J07843,ORF,0
GWK60_J07865,GWK60_J07865,ORF,0
GWK60_J07887,GWK60_J07887,ORF,0
GWK60_J07909,GWK60_J07909,ORF,0
GWK60_J07931,GWK60_J07931,ORF,2
GWK60_J07953,UFD1,ORF,0
GWK60_J07975,GWK60_J07975,ORF,0
GWK60_J07997,GWK60_J07997,ORF,0
GWK60_J08019,GWK60_J08019,ORF,5
GWK60_J08041,GWK60_J08041,ORF,1
GWK60_J08063,GWK60_J08063,ORF,1
GWK60_J08085,GWK60_J08085,ORF,3
GWK60_J08107,GWK60_J08107,ORF,1
GWK60_J08129,GWK60_J08129,ORF,1
GWK60_J08151,GWK60_J08151,ORF,3
GWK60_J08173,GWK60_J08173,ORF,11
GWK60_J08195,GWK60_J08195,ORF,5
GWK60_J08217,GWK60_J08217,ORF,13
GWK60_J08239,GWK60_J08239,ORF,0
GWK60_J08261,SAM2,ORF,1
GWK60_J08283,GWK60_J08283,ORF,3
GWK60_J08305,GWK60_J08305,ORF,3
GWK60_J08327,GWK60_J08327,ORF,1
GWK60_J08371,GWK60_J08371,ORF,2
GWK60_J08393,GWK60_J08393,ORF,0
GWK60_J08415,GWK60_J08415,ORF,3
GWK60_J08437,GWK60_J08437,ORF,7
GWK60_J08459,GWK60_J08459,ORF,0
GWK60_J08481,GWK60_J08481,ORF,3
GWK60_J08503,GWK60_J08503,ORF,0
GWK60_J08525,GWK60_J08525,ORF,2
GWK60_J08547,PMT2,ORF,3
GWK60_J08569,GWK60_J08569,ORF,3
GWK60_J08591,GWK60_J08591,ORF,1
GWK60_J08613,GWK60_J08613,ORF,2
GWK60_J08635,GWK60_J08635,ORF,2
GWK60_J08657,GWK60_J08657,ORF,0
GWK60_J08679,GWK60_J08679,ORF,1
GWK60_J08701,GWK60_J08701,ORF,0
GWK60_J08723,GWK60_J08723,ORF,0
GWK60_J08745,GWK60_J08745,ORF,0
GWK60_J08767,CPR6,ORF,0
GWK60_J08789,GWK60_J08789,ORF,0
GWK60_J08811,GWK60_J08811,ORF,0
GWK60_J08833,SNF3,ORF,2
GWK60_J08855,GWK60_J08855,ORF,4
GWK60_J08877,GWK60_J08877,ORF,0
GWK60_J08899,GWK60_J08899,ORF,0
GWK60_J08921,GWK60_J08921,ORF,3
GWK60_J08943,GWK60_J08943,ORF,2
GWK60_J08965,GWK60_J08965,ORF,0
GWK60_J08987,GWK60_J08987,ORF,13
GWK60_J09009,GWK60_J09009,ORF,4
GWK60_J09031,CDC53,ORF,6
GWK60_J09053,LYS21,ORF,6
GWK60_J09075,GWK60_J09075,ORF,0
GWK60_J09097,GWK60_J09097,ORF,5
GWK60_J09119,GWK60_J09119,ORF,4
GWK60_J09141,GWK60_J09141,ORF,6
GWK60_J09163,CDC48,ORF,1
GWK60_J09185,GWK60_J09185,ORF,0
GWK60_J09207,GWK60_J09207,ORF,1
GWK60_J09229,GWK60_J09229,ORF,2
GWK60_J09273,GWK60_J09273,ORF,1
GWK60_J09295,GWK60_J09295,ORF,1
GWK60_J09317,MET12,ORF,2
GWK60_J09339,GWK60_J09339,ORF,0
GWK60_J09361,GWK60_J09361,ORF,0
GWK60_J09383,PEX5B,ORF,1
GWK60_J09405,GWK60_J09405,ORF,1
GWK60_J09427,GWK60_J09427,ORF,0
GWK60_J09449,GWK60_J09449,ORF,0
GWK60_J09471,GWK60_J09471,ORF,1
GWK60_J09493,GWK60_J09493,ORF,0
GWK60_J09515,GWK60_J09515,ORF,3
GWK60_J09537,GWK60_J09537,ORF,0
GWK60_J09559,GWK60_J09559,ORF,0
GWK60_J09581,GWK60_J09581,ORF,0
GWK60_J09603,GWK60_J09603,ORF,2
GWK60_J09625,TPS1,ORF,0
GWK60_J09647,GWK60_J09647,ORF,1
GWK60_J09669,GWK60_J09669,ORF,0
GWK60_J09691,GWK60_J09691,ORF,1
GWK60_J09713,GWK60_J09713,ORF,1
GWK60_J09735,GWK60_J09735,ORF,0
GWK60_J09757,AQR1,ORF,2
GWK60_J09779,YDJ1,ORF,0
GWK60_J09801,GWK60_J09801,ORF,3
GWK60_J09823,GWK60_J09823,ORF,0
GWK60_J09845,GWK60_J09845,ORF,0
GWK60_J09867,GWK60_J09867,ORF,0
GWK60_J09889,GWK60_J09889,ORF,2
GWK60_J09911,GWK60_J09911,ORF,1
GWK60_J09933,GWK60_J09933,ORF,0
GWK60_J09955,RPL16A,ORF,0
GWK60_J09977,GWK60_J09977,ORF,1
GWK60_J09999,GWK60_J09999,ORF,1
GWK60_J10021,GWK60_J10021,ORF,1
GWK60_J10043,GWK60_J10043,ORF,0
GWK60_J10065,GWK60_J10065,ORF,0
GWK60_J10087,GWK60_J10087,ORF,2
GWK60_J10109,GWK60_J10109,ORF,2
GWK60_J10131,GWK60_J10131,ORF,3
GWK60_J10153,GWK60_J10153,ORF,6
GWK60_J10175,GWK60_J10175,ORF,5
GWK60_J10197,GWK60_J10197,ORF,0
GWK60_J10219,GWK60_J10219,ORF,1
GWK60_J10241,GWK60_J10241,ORF,5
GWK60_J10263,GWK60_J10263,ORF,5
GWK60_J10285,GWK60_J10285,ORF,4
GWK60_J10307,GWK60_J10307,ORF,0
GWK60_J10329,GWK60_J10329,ORF,0
GWK60_J10351,GWK60_J10351,ORF,3
GWK60_J10373,GWK60_J10373,ORF,0
GWK60_J10395,GWK60_J10395,ORF,2
GWK60_J10417,GWK60_J10417,ORF,0
GWK60_J10439,GWK60_J10439,ORF,3
GWK60_J10461,GWK60_J10461,ORF,3
GWK60_J10483,GWK60_J10483,ORF,0
GWK60_J10505,GWK60_J10505,ORF,0
GWK60_J10527,GWK60_J10527,ORF,0
GWK60_J10549,GWK60_J10549,ORF,1
GWK60_J10571,GWK60_J10571,ORF,3
GWK60_J10593,GWK60_J10593,ORF,0
GWK60_J10615,GWK60_J10615,ORF,0
GWK60_J10637,GWK60_J10637,ORF,1
GWK60_J10659,GWK60_J10659,ORF,1
GWK60_J10681,GWK60_J10681,ORF,1
GWK60_J10703,GWK60_J10703,ORF,0
GWK60_J10725,GWK60_J10725,ORF,0
GWK60_J10747,SUM1,ORF,0
GWK60_J10769,GWK60_J10769,ORF,2
GWK60_J10791,GWK60_J10791,ORF,1
GWK60_J10813,GWK60_J10813,ORF,1
GWK60_J10835,GWK60_J10835,ORF,2
GWK60_J10857,GWK60_J10857,ORF,0
GWK60_J10879,GWK60_J10879,ORF,1
GWK60_J10901,GWK60_J10901,ORF,1
GWK60_J10923,GWK60_J10923,ORF,0
GWK60_J10945,GWK60_J10945,ORF,2
GWK60_J10967,GWK60_J10967,ORF,3
GWK60_J10989,GWK60_J10989,ORF,0
GWK60_J11011,GWK60_J11011,ORF,0
GWK60_J11033,GWK60_J11033,ORF,4
GWK60_J11055,GWK60_J11055,ORF,0
GWK60_J11077,GWK60_J11077,ORF,1
GWK60_J11099,GWK60_J11099,ORF,4
GWK60_J11121,GWK60_J11121,ORF,0
GWK60_J11143,GWK60_J11143,ORF,3
GWK60_J11165,GWK60_J11165,ORF,7
GWK60_J11187,GWK60_J11187,ORF,5
GWK60_J11209,GWK60_J11209,ORF,0
GWK60_J11231,GWK60_J11231,ORF,2
GWK60_J11253,GWK60_J11253,ORF,0
GWK60_J11275,DUG3,ORF,3
GWK60_J11297,GWK60_J11297,ORF,0
GWK60_J11319,GWK60_J11319,ORF,4
GWK60_J11341,GWK60_J11341,ORF,4
GWK60_J11363,NUF2,ORF,0
GWK60_J11385,GWK60_J11385,ORF,2
GWK60_J11407,GWK60_J11407,ORF,1
GWK60_J11429,GWK60_J11429,ORF,0
GWK60_J11451,GWK60_J11451,ORF,0
GWK60_J11473,GWK60_J11473,ORF,0
GWK60_J11495,GWK60_J11495,ORF,0
GWK60_J11517,GWK60_J11517,ORF,1
GWK60_J11539,PLB2,ORF,2
GWK60_J11561,PLB1,ORF,7
GWK60_J11583,GWK60_J11583,ORF,1
GWK60_J11605,GWK60_J11605,ORF,0
GWK60_J11627,GWK60_J11627,ORF,0
GWK60_J11649,RML2,ORF,0
GWK60_J11671,GWK60_J11671,ORF,0
GWK60_J11693,AWP3a,ORF,3
GWK60_J11715,AWP3b,ORF,0
GWK60_J11737,EPA15,ORF,4
GWK60_J11759,GWK60_J11759,ORF,0
GWK60_K00011,AWP2,ORF,0
GWK60_K00033,GWK60_K00033,ORF,0
GWK60_K00055,EPA22,ORF,0
GWK60_K00077,GWK60_K00077,ORF,4
GWK60_K00099,GWK60_K00099,ORF,3
GWK60_K00121,GWK60_K00121,ORF,6
GWK60_K00143,GWK60_K00143,ORF,0
GWK60_K00165,GWK60_K00165,ORF,0
GWK60_K00187,GWK60_K00187,ORF,3
GWK60_K00209,GWK60_K00209,ORF,9
GWK60_K00231,GWK60_K00231,ORF,4
GWK60_K00253,GWK60_K00253,ORF,4
GWK60_K00275,GWK60_K00275,ORF,3
GWK60_K00297,GWK60_K00297,ORF,1
GWK60_K00319,GWK60_K00319,ORF,2
GWK60_K00341,GWK60_K00341,ORF,1
GWK60_K00363,GWK60_K00363,ORF,0
GWK60_K00385,GWK60_K00385,ORF,1
GWK60_K00429,GWK60_K00429,ORF,9
GWK60_K00451,GWK60_K00451,ORF,0
GWK60_K00473,GWK60_K00473,ORF,2
GWK60_K00495,GWK60_K00495,ORF,1
GWK60_K00517,GWK60_K00517,ORF,5
GWK60_K00539,GWK60_K00539,ORF,5
GWK60_K00561,RTA1,ORF,5
GWK60_K00583,GWK60_K00583,ORF,0
GWK60_K00605,ZPR1,ORF,0
GWK60_K00627,GWK60_K00627,ORF,2
GWK60_K00649,TRX2,ORF,0
GWK60_K00671,GWK60_K00671,ORF,2
GWK60_K00693,CIR1,ORF,1
GWK60_K00715,GWK60_K00715,ORF,3
GWK60_K00737,GWK60_K00737,ORF,0
GWK60_K00759,GWK60_K00759,ORF,6
GWK60_K00781,GWK60_K00781,ORF,4
GWK60_K00803,GWK60_K00803,ORF,2
GWK60_K00825,GWK60_K00825,ORF,3
GWK60_K00847,GWK60_K00847,ORF,0
GWK60_K00869,GWK60_K00869,ORF,3
GWK60_K00891,GWK60_K00891,ORF,0
GWK60_K00913,GWK60_K00913,ORF,0
GWK60_K00935,GWK60_K00935,ORF,0
GWK60_K00979,GWK60_K00979,ORF,1
GWK60_K01001,GWK60_K01001,ORF,1
GWK60_K01023,GWK60_K01023,ORF,1
GWK60_K01045,GWK60_K01045,ORF,2
GWK60_K01067,PEX8,ORF,4
GWK60_K01089,GWK60_K01089,ORF,1
GWK60_K01111,GWK60_K01111,ORF,0
GWK60_K01133,GWK60_K01133,ORF,0
GWK60_K01155,GWK60_K01155,ORF,2
GWK60_K01177,GWK60_K01177,ORF,1
GWK60_K01199,GWK60_K01199,ORF,3
GWK60_K01221,MRP10,ORF,1
GWK60_K01243,FMNAT,ORF,0
GWK60_K01265,GWK60_K01265,ORF,1
GWK60_K01287,GWK60_K01287,ORF,0
GWK60_K01309,SIR2,ORF,3
GWK60_K01331,GWK60_K01331,ORF,2
GWK60_K01353,GWK60_K01353,ORF,3
GWK60_K01375,GWK60_K01375,ORF,3
GWK60_K01397,GWK60_K01397,ORF,0
GWK60_K01419,GWK60_K01419,ORF,0
GWK60_K01441,GWK60_K01441,ORF,0
GWK60_K01463,GWK60_K01463,ORF,0
GWK60_K01485,GWK60_K01485,ORF,5
GWK60_K01507,GWK60_K01507,ORF,7
GWK60_K01529,GPD1,ORF,8
GWK60_K01551,GWK60_K01551,ORF,3
GWK60_K01573,RPN4,ORF,5
GWK60_K01595,GWK60_K01595,ORF,5
GWK60_K01617,GWK60_K01617,ORF,6
GWK60_K01639,GWK60_K01639,ORF,7
GWK60_K01661,GWK60_K01661,ORF,0
GWK60_K01683,GWK60_K01683,ORF,0
GWK60_K01705,GWK60_K01705,ORF,0
GWK60_K01727,GWK60_K01727,ORF,3
GWK60_K01749,GWK60_K01749,ORF,4
GWK60_K01771,GDI1,ORF,0
GWK60_K01793,GWK60_K01793,ORF,2
GWK60_K01815,GWK60_K01815,ORF,0
GWK60_K01837,GWK60_K01837,ORF,3
GWK60_K01859,GWK60_K01859,ORF,3
GWK60_K01881,GWK60_K01881,ORF,3
GWK60_K01925,GLC7,ORF,1
GWK60_K01947,GWK60_K01947,ORF,11
GWK60_K01969,GWK60_K01969,ORF,0
GWK60_K01991,GWK60_K01991,ORF,3
GWK60_K02013,GWK60_K02013,ORF,19
GWK60_K02035,GWK60_K02035,ORF,0
GWK60_K02057,GWK60_K02057,ORF,0
GWK60_K02079,GWK60_K02079,ORF,0
GWK60_K02101,GWK60_K02101,ORF,0
GWK60_K02123,GWK60_K02123,ORF,5
GWK60_K02145,GWK60_K02145,ORF,11
GWK60_K02167,GWK60_K02167,ORF,3
GWK60_K02189,GWK60_K02189,ORF,8
GWK60_K02211,GWK60_K02211,ORF,4
GWK60_K02233,GWK60_K02233,ORF,0
GWK60_K02255,GWK60_K02255,ORF,1
GWK60_K02277,GWK60_K02277,ORF,1
GWK60_K02299,GWK60_K02299,ORF,2
GWK60_K02321,DSS4,ORF,5
GWK60_K02343,TIF6,ORF,0
GWK60_K02365,GWK60_K02365,ORF,7
GWK60_K02387,GWK60_K02387,ORF,0
GWK60_K02409,GWK60_K02409,ORF,3
GWK60_K02431,YAP3,ORF,2
GWK60_K02475,GWK60_K02475,ORF,50
GWK60_K02497,GWK60_K02497,ORF,8
GWK60_K02519,GWK60_K02519,ORF,11
GWK60_K02541,STE20,ORF,15
GWK60_K02563,GWK60_K02563,ORF,5
GWK60_K02585,GWK60_K02585,ORF,3
GWK60_K02607,GWK60_K02607,ORF,6
GWK60_K02629,GWK60_K02629,ORF,9
GWK60_K02651,GWK60_K02651,ORF,1
GWK60_K02673,IPC1,ORF,24
GWK60_K02695,DID4,ORF,7
GWK60_K02717,GWK60_K02717,ORF,10
GWK60_K02739,GWK60_K02739,ORF,7
GWK60_K02761,GWK60_K02761,ORF,13
GWK60_K02783,GWK60_K02783,ORF,15
GWK60_K02805,GWK60_K02805,ORF,3
GWK60_K02827,GWK60_K02827,ORF,3
GWK60_K02849,GWK60_K02849,ORF,7
GWK60_K02871,GWK60_K02871,ORF,4
GWK60_K02893,GWK60_K02893,ORF,3
GWK60_K02915,GWK60_K02915,ORF,6
GWK60_K02937,GWK60_K02937,ORF,3
GWK60_K02959,GWK60_K02959,ORF,10
GWK60_K02981,GWK60_K02981,ORF,1
GWK60_K03003,DUR31,ORF,4
GWK60_K03025,GWK60_K03025,ORF,9
GWK60_K03047,GWK60_K03047,ORF,2
GWK60_K03069,GWK60_K03069,ORF,7
GWK60_K03091,GWK60_K03091,ORF,8
GWK60_K03113,OPI1,ORF,0
GWK60_K03135,GWK60_K03135,ORF,3
GWK60_K03179,GWK60_K03179,ORF,7
GWK60_K03201,GWK60_K03201,ORF,7
GWK60_K03223,GWK60_K03223,ORF,7
GWK60_K03245,YPK2,ORF,0
GWK60_K03267,GWK60_K03267,ORF,7
GWK60_K03289,YKU80,ORF,12
GWK60_K03311,GWK60_K03311,ORF,4
GWK60_K03333,GWK60_K03333,ORF,1
GWK60_K03355,GWK60_K03355,ORF,4
GWK60_K03377,HFD1,ORF,7
GWK60_K03399,GWK60_K03399,ORF,1
GWK60_K03421,FOL3,ORF,0
GWK60_K03443,GWK60_K03443,ORF,0
GWK60_K03465,GWK60_K03465,ORF,5
GWK60_K03487,GWK60_K03487,ORF,1
GWK60_K03509,GWK60_K03509,ORF,24
GWK60_K03531,GWK60_K03531,ORF,7
GWK60_K03553,GWK60_K03553,ORF,10
GWK60_K03575,GWK60_K03575,ORF,6
GWK60_K03597,GWK60_K03597,ORF,0
GWK60_K03619,GWK60_K03619,ORF,1
GWK60_K03641,GWK60_K03641,ORF,2
GWK60_K03663,GWK60_K03663,ORF,0
GWK60_K03685,POM152,ORF,6
GWK60_K03707,GWK60_K03707,ORF,5
GWK60_K03729,GWK60_K03729,ORF,1
GWK60_K03751,GWK60_K03751,ORF,5
GWK60_K03773,GWK60_K03773,ORF,2
GWK60_K03795,GWK60_K03795,ORF,1
GWK60_K03817,GWK60_K03817,ORF,1
GWK60_K03839,GWK60_K03839,ORF,4
GWK60_K03861,GWK60_K03861,ORF,0
GWK60_K03883,GWK60_K03883,ORF,4
GWK60_K03905,FKS2,ORF,13
GWK60_K03927,GWK60_K03927,ORF,0
GWK60_K03971,GWK60_K03971,ORF,1
GWK60_K03993,GWK60_K03993,ORF,0
GWK60_K04015,GWK60_K04015,ORF,8
GWK60_K04037,GWK60_K04037,ORF,9
GWK60_K04059,GWK60_K04059,ORF,2
GWK60_K04081,GWK60_K04081,ORF,2
GWK60_K04103,GWK60_K04103,ORF,5
GWK60_K04125,RME1,ORF,4
GWK60_K04147,SCM4,ORF,1
GWK60_K04169,GWK60_K04169,ORF,4
GWK60_K04191,GWK60_K04191,ORF,2
GWK60_K04213,GWK60_K04213,ORF,3
GWK60_K04235,GWK60_K04235,ORF,6
GWK60_K04257,GWK60_K04257,ORF,0
GWK60_K04279,GWK60_K04279,ORF,3
GWK60_K04301,GWK60_K04301,ORF,0
GWK60_K04323,GWK60_K04323,ORF,1
GWK60_K04345,GWK60_K04345,ORF,0
GWK60_K04367,GWK60_K04367,ORF,8
GWK60_K04389,GWK60_K04389,ORF,5
GWK60_K04411,GWK60_K04411,ORF,3
GWK60_K04433,GWK60_K04433,ORF,2
GWK60_K04455,GWK60_K04455,ORF,1
GWK60_K04477,GWK60_K04477,ORF,0
GWK60_K04499,GWK60_K04499,ORF,34
GWK60_K04521,GWK60_K04521,ORF,4
GWK60_K04543,GWK60_K04543,ORF,2
GWK60_K04565,GWK60_K04565,ORF,0
GWK60_K04587,GWK60_K04587,ORF,0
GWK60_K04609,SSB2,ORF,2
GWK60_K04631,GWK60_K04631,ORF,1
GWK60_K04653,GWK60_K04653,ORF,1
GWK60_K04675,GWK60_K04675,ORF,0
GWK60_K04697,PEX17,ORF,4
GWK60_K04719,GWK60_K04719,ORF,7
GWK60_K04741,GWK60_K04741,ORF,1
GWK60_K04763,RAP1,ORF,1
GWK60_K04785,GWK60_K04785,ORF,1
GWK60_K04807,GWK60_K04807,ORF,0
GWK60_K04829,GWK60_K04829,ORF,1
GWK60_K04851,GWK60_K04851,ORF,2
GWK60_K04873,GWK60_K04873,ORF,1
GWK60_K04895,GWK60_K04895,ORF,0
GWK60_K04917,GWK60_K04917,ORF,0
GWK60_K04939,GWK60_K04939,ORF,3
GWK60_K04961,GWK60_K04961,ORF,0
GWK60_K04983,GWK60_K04983,ORF,5
GWK60_K05027,GWK60_K05027,ORF,1
GWK60_K05049,GWK60_K05049,ORF,5
GWK60_K05071,GWK60_K05071,ORF,2
GWK60_K05093,GWK60_K05093,ORF,1
GWK60_K05115,SRO7,ORF,2
GWK60_K05137,GWK60_K05137,ORF,0
GWK60_K05159,GWK60_K05159,ORF,1
GWK60_K05181,GLN1,ORF,0
GWK60_K05203,VMA13,ORF,1
GWK60_K05225,GWK60_K05225,ORF,1
GWK60_K05247,GWK60_K05247,ORF,5
GWK60_K05269,GWK60_K05269,ORF,4
GWK60_K05291,GWK60_K05291,ORF,1
GWK60_K05313,CDC21,ORF,0
GWK60_K05335,GWK60_K05335,ORF,0
GWK60_K05357,GWK60_K05357,ORF,2
GWK60_K05379,GWK60_K05379,ORF,0
GWK60_K05401,GWK60_K05401,ORF,1
GWK60_K05423,GWK60_K05423,ORF,0
GWK60_K05445,GWK60_K05445,ORF,1
GWK60_K05467,GWK60_K05467,ORF,3
GWK60_K05489,GWK60_K05489,ORF,4
GWK60_K05511,GWK60_K05511,ORF,2
GWK60_K05533,GWK60_K05533,ORF,2
GWK60_K05555,GWK60_K05555,ORF,7
GWK60_K05577,GWK60_K05577,ORF,0
GWK60_K05599,GWK60_K05599,ORF,3
GWK60_K05621,GWK60_K05621,ORF,1
GWK60_K05643,EMI1,ORF,0
GWK60_K05665,GWK60_K05665,ORF,1
GWK60_K05687,GWK60_K05687,ORF,1
GWK60_K05709,HAP1,ORF,3
GWK60_K05731,GWK60_K05731,ORF,2
GWK60_K05797,HSP60,ORF,0
GWK60_K05819,GWK60_K05819,ORF,4
GWK60_K05841,GWK60_K05841,ORF,0
GWK60_K05863,GWK60_K05863,ORF,1
GWK60_K05885,GWK60_K05885,ORF,1
GWK60_K05907,GWK60_K05907,ORF,0
GWK60_K05929,GWK60_K05929,ORF,0
GWK60_K05951,GWK60_K05951,ORF,3
GWK60_K05973,GWK60_K05973,ORF,0
GWK60_K05995,GWK60_K05995,ORF,3
GWK60_K06017,GWK60_K06017,ORF,0
GWK60_K06039,GWK60_K06039,ORF,0
GWK60_K06061,GWK60_K06061,ORF,3
GWK60_K06083,TSA1,ORF,1
GWK60_K06105,GWK60_K06105,ORF,0
GWK60_K06127,GWK60_K06127,ORF,6
GWK60_K06149,GWK60_K06149,ORF,1
GWK60_K06171,GWK60_K06171,ORF,2
GWK60_K06193,GWK60_K06193,ORF,0
GWK60_K06215,GWK60_K06215,ORF,0
