Bin index,yH299-parent-pool4_normalized,yH299-parent-pool4_normalized rank
CP048241.1-120,18,425
CP048241.1-121,3,1107
CP048241.1-122,5,1006
CP048241.1-123,18,426
CP048241.1-124,39,95
CP048241.1-125,38,104
CP048241.1-126,20,359
CP048241.1-127,18,427
CP048241.1-128,28,217
CP048241.1-129,4,1056
CP048241.1-130,10,735
CP048241.1-131,10,736
CP048241.1-132,36,124
CP048241.1-133,15,516
CP048241.1-134,48,67
CP048241.1-135,105,7
CP048241.1-136,63,40
CP048241.1-137,32,160
CP048241.1-138,57,46
CP048241.1-139,34,135
CP048241.1-140,11,679
CP048241.1-141,14,551
CP048241.1-142,5,1007
CP048241.1-143,24,275
CP048241.1-144,0,1252
CP048241.1-145,27,235
CP048241.1-146,26,251
CP048241.1-147,42,82
CP048241.1-148,40,86
CP048241.1-149,28,218
CP048241.1-150,10,737
CP048241.1-151,18,428
CP048241.1-152,18,429
CP048241.1-153,11,680
CP048241.1-154,30,183
CP048241.1-155,8,832
CP048241.1-156,11,681
CP048241.1-157,10,738
CP048241.1-158,2,1160
CP048241.1-159,11,682
CP048241.1-160,12,627
CP048241.1-161,9,785
CP048241.1-162,14,552
CP048241.1-163,3,1108
CP048241.1-164,2,1161
CP048241.1-165,3,1109
CP048241.1-166,3,1110
CP048241.1-167,6,949
CP048241.1-168,7,896
CP048241.1-169,2,1162
CP048241.1-170,0,1253
CP048241.1-171,20,360
CP048241.1-172,8,833
CP048241.1-173,10,739
CP048241.1-174,2,1163
CP048241.1-175,8,834
CP048241.1-176,6,950
CP048241.1-177,1,1218
CP048241.1-178,4,1057
CP048241.1-179,14,553
CP048241.1-180,6,951
CP048241.1-181,0,1254
CP048241.1-182,1,1219
CP048241.1-183,9,786
CP048241.1-184,3,1111
CP048242.1-0,0,1255
CP048242.1-1,0,1256
CP048242.1-2,2,1164
CP048242.1-3,16,482
CP048242.1-4,19,392
CP048242.1-5,22,312
CP048242.1-6,11,683
CP048242.1-7,7,897
CP048242.1-8,3,1112
CP048242.1-9,7,898
CP048242.1-10,13,585
CP048242.1-11,3,1113
CP048242.1-12,5,1008
CP048242.1-13,17,449
CP048242.1-14,2,1165
CP048242.1-15,1,1220
CP048242.1-16,12,628
CP048242.1-17,12,629
CP048242.1-18,10,740
CP048242.1-19,5,1009
CP048242.1-20,11,684
CP048242.1-21,6,952
CP048242.1-22,12,630
CP048242.1-23,21,335
CP048242.1-24,2,1166
CP048242.1-25,2,1167
CP048242.1-26,11,685
CP048242.1-27,11,686
CP048242.1-28,9,787
CP048242.1-29,17,450
CP048242.1-30,8,835
CP048242.1-31,22,313
CP048242.1-32,5,1010
CP048242.1-33,22,314
CP048242.1-34,2,1168
CP048242.1-35,6,953
CP048242.1-36,7,899
CP048242.1-37,5,1011
CP048242.1-38,20,361
CP048242.1-39,9,788
CP048242.1-40,9,789
CP048242.1-41,10,741
CP048242.1-42,1,1221
CP048242.1-43,8,836
CP048242.1-44,3,1114
CP048242.1-45,2,1169
CP048242.1-46,6,954
CP048242.1-47,6,955
CP048242.1-48,4,1058
CP048242.1-49,0,1257
CP048242.1-50,10,742
CP048242.1-51,6,956
CP048242.1-52,6,957
CP048242.1-53,17,451
CP048242.1-54,10,743
CP048242.1-55,3,1115
CP048242.1-56,7,900
CP048242.1-57,2,1170
CP048242.1-58,16,483
CP048242.1-59,0,1258
CP048242.1-60,15,517
CP048242.1-61,15,518
CP048242.1-62,18,430
CP048242.1-63,8,837
CP048242.1-64,2,1171
CP048242.1-65,7,901
CP048242.1-66,31,174
CP048242.1-67,13,586
CP048242.1-68,9,790
CP048242.1-69,3,1116
CP048242.1-70,6,958
CP048242.1-71,5,1012
CP048242.1-72,6,959
CP048242.1-73,2,1172
CP048242.1-74,21,336
CP048242.1-75,38,105
CP048242.1-76,9,791
CP048242.1-77,21,337
CP048242.1-78,19,393
CP048242.1-79,8,838
CP048242.1-80,24,276
CP048242.1-81,4,1059
CP048242.1-82,6,960
CP048242.1-83,2,1173
CP048242.1-84,10,744
CP048242.1-85,32,161
CP048242.1-86,40,87
CP048242.1-87,13,587
CP048242.1-88,30,184
CP048242.1-89,13,588
CP048242.1-90,15,519
CP048242.1-91,13,589
CP048242.1-92,2,1174
CP048242.1-93,11,687
CP048242.1-94,5,1013
CP048242.1-95,21,338
CP048242.1-96,6,961
CP048242.1-97,15,520
CP048242.1-98,10,745
CP048242.1-99,27,236
CP048242.1-100,29,196
CP048242.1-101,37,113
CP048242.1-102,14,554
CP048242.1-103,34,136
CP048242.1-104,20,362
CP048242.1-105,106,6
CP048242.1-106,18,431
CP048242.1-107,17,452
CP048242.1-108,18,432
CP048242.1-109,34,137
CP048242.1-110,25,260
CP048242.1-111,15,521
CP048242.1-112,4,1060
CP048242.1-113,10,746
CP048242.1-114,2,1175
CP048242.1-115,3,1117
CP048242.1-116,3,1118
CP048242.1-117,69,32
CP048242.1-118,15,522
CP048242.1-119,4,1061
CP048242.1-120,28,219
CP048242.1-121,11,688
CP048242.1-122,8,839
CP048242.1-123,6,962
CP048242.1-124,34,138
CP048242.1-125,21,339
CP048242.1-126,7,902
CP048242.1-127,11,689
CP048242.1-128,11,690
CP048242.1-129,4,1062
CP048242.1-130,34,139
CP048242.1-131,37,114
CP048242.1-132,11,691
CP048242.1-133,2,1176
CP048242.1-134,10,747
CP048242.1-135,8,840
CP048242.1-136,17,453
CP048242.1-137,3,1119
CP048242.1-138,7,903
CP048242.1-139,12,631
CP048242.1-140,8,841
CP048242.1-141,3,1120
CP048242.1-142,2,1177
