Bin index,yH298-parent-pool2,yH298-parent-pool2 rank
CP048241.1-136,16,76
CP048241.1-137,8,288
CP048241.1-138,18,63
CP048241.1-139,9,239
CP048241.1-140,1,1064
CP048241.1-141,5,505
CP048241.1-142,1,1065
CP048241.1-143,11,168
CP048241.1-144,0,1219
CP048241.1-145,7,347
CP048241.1-146,5,506
CP048241.1-147,11,169
CP048241.1-148,13,122
CP048241.1-149,7,348
CP048241.1-150,8,289
CP048241.1-151,7,349
CP048241.1-152,6,413
CP048241.1-153,5,507
CP048241.1-154,19,57
CP048241.1-155,3,739
CP048241.1-156,1,1066
CP048241.1-157,4,610
CP048241.1-158,0,1220
CP048241.1-159,3,740
CP048241.1-160,4,611
CP048241.1-161,2,908
CP048241.1-162,4,612
CP048241.1-163,0,1221
CP048241.1-164,1,1067
CP048241.1-165,1,1068
CP048241.1-166,4,613
CP048241.1-167,4,614
CP048241.1-168,1,1069
CP048241.1-169,0,1222
CP048241.1-170,0,1223
CP048241.1-171,2,909
CP048241.1-172,0,1224
CP048241.1-173,5,508
CP048241.1-174,1,1070
CP048241.1-175,4,615
CP048241.1-176,3,741
CP048241.1-177,2,910
CP048241.1-178,3,742
CP048241.1-179,2,911
CP048241.1-180,1,1071
CP048241.1-181,1,1072
CP048241.1-182,0,1225
CP048241.1-183,5,509
CP048242.1-0,0,1226
CP048242.1-1,0,1227
CP048242.1-2,1,1073
CP048242.1-3,4,616
CP048242.1-4,4,617
CP048242.1-5,7,350
CP048242.1-6,4,618
CP048242.1-7,4,619
CP048242.1-8,1,1074
CP048242.1-9,2,912
CP048242.1-10,2,913
CP048242.1-11,2,914
CP048242.1-12,2,915
CP048242.1-13,2,916
CP048242.1-14,1,1075
CP048242.1-15,2,917
CP048242.1-16,4,620
CP048242.1-17,4,621
CP048242.1-18,2,918
CP048242.1-19,5,510
CP048242.1-20,7,351
CP048242.1-21,1,1076
CP048242.1-22,3,743
CP048242.1-23,10,197
CP048242.1-24,0,1228
CP048242.1-25,3,744
CP048242.1-26,6,414
CP048242.1-27,3,745
CP048242.1-28,6,415
CP048242.1-29,6,416
CP048242.1-30,3,746
CP048242.1-31,7,352
CP048242.1-32,0,1229
CP048242.1-33,7,353
CP048242.1-34,0,1230
CP048242.1-35,1,1077
CP048242.1-36,1,1078
CP048242.1-37,1,1079
CP048242.1-38,5,511
CP048242.1-39,3,747
CP048242.1-40,3,748
CP048242.1-41,3,749
CP048242.1-42,0,1231
CP048242.1-43,4,622
CP048242.1-44,3,750
CP048242.1-45,3,751
CP048242.1-46,1,1080
CP048242.1-47,2,919
CP048242.1-48,0,1232
CP048242.1-49,0,1233
CP048242.1-50,3,752
CP048242.1-51,5,512
CP048242.1-52,3,753
CP048242.1-53,4,623
CP048242.1-54,2,920
CP048242.1-55,3,754
CP048242.1-56,1,1081
CP048242.1-57,0,1234
CP048242.1-58,3,755
CP048242.1-59,3,756
CP048242.1-60,5,513
CP048242.1-61,5,514
CP048242.1-62,5,515
CP048242.1-63,2,921
CP048242.1-64,0,1235
CP048242.1-65,6,417
CP048242.1-66,13,123
CP048242.1-67,3,757
CP048242.1-68,4,624
CP048242.1-69,2,922
CP048242.1-70,1,1082
CP048242.1-71,1,1083
CP048242.1-72,2,923
CP048242.1-73,0,1236
CP048242.1-74,4,625
CP048242.1-75,11,170
CP048242.1-76,1,1084
CP048242.1-77,5,516
CP048242.1-78,1,1085
CP048242.1-79,1,1086
CP048242.1-80,7,354
CP048242.1-81,1,1087
CP048242.1-82,0,1237
CP048242.1-83,0,1238
CP048242.1-84,1,1088
CP048242.1-85,10,198
CP048242.1-86,17,70
CP048242.1-87,4,626
CP048242.1-88,5,517
CP048242.1-89,13,124
CP048242.1-90,4,627
CP048242.1-91,5,518
CP048242.1-92,0,1239
CP048242.1-93,5,519
CP048242.1-94,4,628
CP048242.1-95,4,629
CP048242.1-96,4,630
CP048242.1-97,4,631
CP048242.1-98,1,1089
CP048242.1-99,8,290
CP048242.1-100,8,291
CP048242.1-101,15,90
CP048242.1-102,3,758
CP048242.1-103,17,71
CP048242.1-104,3,759
CP048242.1-105,27,24
CP048242.1-106,6,418
CP048242.1-107,5,520
CP048242.1-108,5,521
CP048242.1-109,13,125
CP048242.1-110,6,419
CP048242.1-111,6,420
CP048242.1-112,1,1090
CP048242.1-113,9,240
CP048242.1-114,1,1091
CP048242.1-115,2,924
CP048242.1-116,1,1092
CP048242.1-117,23,35
CP048242.1-118,4,632
CP048242.1-119,4,633
CP048242.1-120,13,126
CP048242.1-121,1,1093
CP048242.1-122,1,1094
CP048242.1-123,1,1095
CP048242.1-124,10,199
CP048242.1-125,8,292
CP048242.1-126,4,634
CP048242.1-127,1,1096
CP048242.1-128,3,760
CP048242.1-129,1,1097
CP048242.1-130,3,761
CP048242.1-131,10,200
CP048242.1-132,2,925
CP048242.1-133,0,1240
CP048242.1-134,5,522
CP048242.1-135,3,762
CP048242.1-136,6,421
CP048242.1-137,0,1241
CP048242.1-138,1,1098
CP048242.1-139,7,355
CP048242.1-140,4,635
CP048242.1-141,0,1242
CP048242.1-142,1,1099
