Bin index,yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1 rank
CP048241.1-139,12,119
CP048241.1-140,0,1204
CP048241.1-141,5,444
CP048241.1-142,1,1028
CP048241.1-143,9,198
CP048241.1-144,0,1205
CP048241.1-145,8,238
CP048241.1-146,4,548
CP048241.1-147,13,94
CP048241.1-148,9,199
CP048241.1-149,9,200
CP048241.1-150,4,549
CP048241.1-151,5,445
CP048241.1-152,1,1029
CP048241.1-153,0,1206
CP048241.1-154,9,201
CP048241.1-155,3,679
CP048241.1-156,1,1030
CP048241.1-157,5,446
CP048241.1-158,2,846
CP048241.1-159,4,550
CP048241.1-160,3,680
CP048241.1-161,1,1031
CP048241.1-162,2,847
CP048241.1-163,0,1207
CP048241.1-164,2,848
CP048241.1-165,0,1208
CP048241.1-166,1,1032
CP048241.1-167,2,849
CP048241.1-168,3,681
CP048241.1-169,0,1209
CP048241.1-170,0,1210
CP048241.1-171,2,850
CP048241.1-172,2,851
CP048241.1-173,1,1033
CP048241.1-174,0,1211
CP048241.1-175,1,1034
CP048241.1-176,7,289
CP048241.1-177,0,1212
CP048241.1-178,2,852
CP048241.1-179,1,1035
CP048241.1-180,0,1213
CP048241.1-181,1,1036
CP048241.1-182,0,1214
CP048241.1-183,4,551
CP048242.1-0,0,1215
CP048242.1-1,0,1216
CP048242.1-2,1,1037
CP048242.1-3,4,552
CP048242.1-4,1,1038
CP048242.1-5,6,354
CP048242.1-6,2,853
CP048242.1-7,3,682
CP048242.1-8,0,1217
CP048242.1-9,5,447
CP048242.1-10,8,239
CP048242.1-11,1,1039
CP048242.1-12,2,854
CP048242.1-13,0,1218
CP048242.1-14,3,683
CP048242.1-15,0,1219
CP048242.1-16,5,448
CP048242.1-17,3,684
CP048242.1-18,3,685
CP048242.1-19,6,355
CP048242.1-20,2,855
CP048242.1-21,2,856
CP048242.1-22,2,857
CP048242.1-23,7,290
CP048242.1-24,2,858
CP048242.1-25,0,1220
CP048242.1-26,3,686
CP048242.1-27,1,1040
CP048242.1-28,1,1041
CP048242.1-29,4,553
CP048242.1-30,0,1221
CP048242.1-31,8,240
CP048242.1-32,1,1042
CP048242.1-33,3,687
CP048242.1-34,0,1222
CP048242.1-35,3,688
CP048242.1-36,2,859
CP048242.1-37,2,860
CP048242.1-38,8,241
CP048242.1-39,2,861
CP048242.1-40,1,1043
CP048242.1-41,0,1223
CP048242.1-42,0,1224
CP048242.1-43,2,862
CP048242.1-44,4,554
CP048242.1-45,0,1225
CP048242.1-46,4,555
CP048242.1-47,5,449
CP048242.1-48,0,1226
CP048242.1-49,0,1227
CP048242.1-50,1,1044
CP048242.1-51,0,1228
CP048242.1-52,0,1229
CP048242.1-53,6,356
CP048242.1-54,4,556
CP048242.1-55,1,1045
CP048242.1-56,2,863
CP048242.1-57,1,1046
CP048242.1-58,2,864
CP048242.1-59,2,865
CP048242.1-60,0,1230
CP048242.1-61,5,450
CP048242.1-62,9,202
CP048242.1-63,2,866
CP048242.1-64,2,867
CP048242.1-65,4,557
CP048242.1-66,13,95
CP048242.1-67,3,689
CP048242.1-68,4,558
CP048242.1-69,2,868
CP048242.1-70,1,1047
CP048242.1-71,1,1048
CP048242.1-72,1,1049
CP048242.1-73,4,559
CP048242.1-74,5,451
CP048242.1-75,13,96
CP048242.1-76,1,1050
CP048242.1-77,7,291
CP048242.1-78,6,357
CP048242.1-79,1,1051
CP048242.1-80,7,292
CP048242.1-81,1,1052
CP048242.1-82,1,1053
CP048242.1-83,0,1231
CP048242.1-84,3,690
CP048242.1-85,10,162
CP048242.1-86,14,80
CP048242.1-87,2,869
CP048242.1-88,6,358
CP048242.1-89,7,293
CP048242.1-90,4,560
CP048242.1-91,1,1054
CP048242.1-92,0,1232
CP048242.1-93,5,452
CP048242.1-94,0,1233
CP048242.1-95,6,359
CP048242.1-96,1,1055
CP048242.1-97,8,242
CP048242.1-98,2,870
CP048242.1-99,12,120
CP048242.1-100,12,121
CP048242.1-101,13,97
CP048242.1-102,0,1234
CP048242.1-103,14,81
CP048242.1-104,7,294
CP048242.1-105,43,3
CP048242.1-106,6,360
CP048242.1-107,9,203
CP048242.1-108,4,561
CP048242.1-109,19,46
CP048242.1-110,6,361
CP048242.1-111,3,691
CP048242.1-112,0,1235
CP048242.1-113,6,362
CP048242.1-114,1,1056
CP048242.1-115,0,1236
CP048242.1-116,1,1057
CP048242.1-117,16,59
CP048242.1-118,1,1058
CP048242.1-119,2,871
CP048242.1-120,6,363
CP048242.1-121,0,1237
CP048242.1-122,5,453
CP048242.1-123,1,1059
CP048242.1-124,12,122
CP048242.1-125,2,872
CP048242.1-126,4,562
CP048242.1-127,4,563
CP048242.1-128,4,564
CP048242.1-129,0,1238
CP048242.1-130,8,243
CP048242.1-131,6,364
CP048242.1-132,1,1060
CP048242.1-133,0,1239
CP048242.1-134,2,873
CP048242.1-135,2,874
CP048242.1-136,2,875
CP048242.1-137,0,1240
CP048242.1-138,1,1061
CP048242.1-139,2,876
CP048242.1-140,5,454
CP048242.1-141,0,1241
CP048242.1-142,2,877
