Bin index,yH298-parent-pool1_normalized,yH298-parent-pool1_normalized rank
CP048241.1-124,12,149
CP048241.1-125,11,179
CP048241.1-126,5,514
CP048241.1-127,9,240
CP048241.1-128,5,515
CP048241.1-129,2,913
CP048241.1-130,3,756
CP048241.1-131,2,914
CP048241.1-132,11,180
CP048241.1-133,5,516
CP048241.1-134,16,74
CP048241.1-135,24,32
CP048241.1-136,26,29
CP048241.1-137,11,181
CP048241.1-138,22,39
CP048241.1-139,8,290
CP048241.1-140,3,757
CP048241.1-141,2,915
CP048241.1-142,2,916
CP048241.1-143,8,291
CP048241.1-144,0,1232
CP048241.1-145,8,292
CP048241.1-146,6,427
CP048241.1-147,11,182
CP048241.1-148,15,89
CP048241.1-149,6,428
CP048241.1-150,4,641
CP048241.1-151,4,642
CP048241.1-152,3,758
CP048241.1-153,4,643
CP048241.1-154,12,150
CP048241.1-155,2,917
CP048241.1-156,3,759
CP048241.1-157,2,918
CP048241.1-158,0,1233
CP048241.1-159,3,760
CP048241.1-160,5,517
CP048241.1-161,4,644
CP048241.1-162,3,761
CP048241.1-163,3,762
CP048241.1-164,2,919
CP048241.1-165,1,1086
CP048241.1-166,1,1087
CP048241.1-167,6,429
CP048241.1-168,0,1234
CP048241.1-169,0,1235
CP048241.1-170,0,1236
CP048241.1-171,2,920
CP048241.1-172,4,645
CP048241.1-173,4,646
CP048241.1-174,2,921
CP048241.1-175,1,1088
CP048241.1-176,5,518
CP048241.1-177,1,1089
CP048241.1-178,2,922
CP048241.1-179,2,923
CP048241.1-180,3,763
CP048241.1-181,0,1237
CP048241.1-182,0,1238
CP048241.1-183,7,344
CP048242.1-0,0,1239
CP048242.1-1,0,1240
CP048242.1-2,2,924
CP048242.1-3,6,430
CP048242.1-4,2,925
CP048242.1-5,4,647
CP048242.1-6,3,764
CP048242.1-7,1,1090
CP048242.1-8,1,1091
CP048242.1-9,7,345
CP048242.1-10,5,519
CP048242.1-11,3,765
CP048242.1-12,1,1092
CP048242.1-13,3,766
CP048242.1-14,0,1241
CP048242.1-15,1,1093
CP048242.1-16,3,767
CP048242.1-17,2,926
CP048242.1-18,5,520
CP048242.1-19,6,431
CP048242.1-20,3,768
CP048242.1-21,5,521
CP048242.1-22,4,648
CP048242.1-23,5,522
CP048242.1-24,0,1242
CP048242.1-25,1,1094
CP048242.1-26,5,523
CP048242.1-27,6,432
CP048242.1-28,2,927
CP048242.1-29,6,433
CP048242.1-30,2,928
CP048242.1-31,4,649
CP048242.1-32,2,929
CP048242.1-33,8,293
CP048242.1-34,1,1095
CP048242.1-35,3,769
CP048242.1-36,3,770
CP048242.1-37,3,771
CP048242.1-38,4,650
CP048242.1-39,2,930
CP048242.1-40,3,772
CP048242.1-41,5,524
CP048242.1-42,0,1243
CP048242.1-43,1,1096
CP048242.1-44,3,773
CP048242.1-45,1,1097
CP048242.1-46,0,1244
CP048242.1-47,3,774
CP048242.1-48,3,775
CP048242.1-49,2,931
CP048242.1-50,4,651
CP048242.1-51,2,932
CP048242.1-52,1,1098
CP048242.1-53,6,434
CP048242.1-54,3,776
CP048242.1-55,2,933
CP048242.1-56,4,652
CP048242.1-57,1,1099
CP048242.1-58,1,1100
CP048242.1-59,2,934
CP048242.1-60,5,525
CP048242.1-61,3,777
CP048242.1-62,2,935
CP048242.1-63,5,526
CP048242.1-64,1,1101
CP048242.1-65,6,435
CP048242.1-66,4,653
CP048242.1-67,1,1102
CP048242.1-68,3,778
CP048242.1-69,1,1103
CP048242.1-70,3,779
CP048242.1-71,1,1104
CP048242.1-72,1,1105
CP048242.1-73,4,654
CP048242.1-74,6,436
CP048242.1-75,12,151
CP048242.1-76,4,655
CP048242.1-77,8,294
CP048242.1-78,1,1106
CP048242.1-79,0,1245
CP048242.1-80,7,346
CP048242.1-81,2,936
CP048242.1-82,3,780
CP048242.1-83,0,1246
CP048242.1-84,1,1107
CP048242.1-85,13,127
CP048242.1-86,20,49
CP048242.1-87,4,656
CP048242.1-88,8,295
CP048242.1-89,7,347
CP048242.1-90,5,527
CP048242.1-91,9,241
CP048242.1-92,1,1108
CP048242.1-93,6,437
CP048242.1-94,3,781
CP048242.1-95,7,348
CP048242.1-96,1,1109
CP048242.1-97,9,242
CP048242.1-98,3,782
CP048242.1-99,6,438
CP048242.1-100,2,937
CP048242.1-101,14,107
CP048242.1-102,5,528
CP048242.1-103,12,152
CP048242.1-104,9,243
CP048242.1-105,33,13
CP048242.1-106,9,244
CP048242.1-107,6,439
CP048242.1-108,4,657
CP048242.1-109,13,128
CP048242.1-110,7,349
CP048242.1-111,4,658
CP048242.1-112,3,783
CP048242.1-113,11,183
CP048242.1-114,0,1247
CP048242.1-115,1,1110
CP048242.1-116,1,1111
CP048242.1-117,20,50
CP048242.1-118,1,1112
CP048242.1-119,2,938
CP048242.1-120,10,212
CP048242.1-121,4,659
CP048242.1-122,4,660
CP048242.1-123,0,1248
CP048242.1-124,9,245
CP048242.1-125,7,350
CP048242.1-126,5,529
CP048242.1-127,4,661
CP048242.1-128,3,784
CP048242.1-129,3,785
CP048242.1-130,10,213
CP048242.1-131,7,351
CP048242.1-132,3,786
CP048242.1-133,0,1249
CP048242.1-134,3,787
CP048242.1-135,3,788
CP048242.1-136,3,789
CP048242.1-137,0,1250
CP048242.1-138,1,1113
CP048242.1-139,5,530
CP048242.1-140,3,790
CP048242.1-141,1,1114
CP048242.1-142,2,939
