Bin index,yH298-parent-pool2_normalized,yH298-parent-pool2_normalized rank
CP048241.1-104,26,998
CP048241.1-105,37,839
CP048241.1-106,55,607
CP048241.1-107,27,986
CP048241.1-108,68,471
CP048241.1-109,31,923
CP048241.1-110,73,436
CP048241.1-111,37,840
CP048241.1-112,23,1032
CP048241.1-113,16,1128
CP048241.1-114,21,1067
CP048241.1-115,99,261
CP048241.1-116,104,235
CP048241.1-117,121,173
CP048241.1-118,48,693
CP048241.1-119,90,315
CP048241.1-120,62,524
CP048241.1-121,30,941
CP048241.1-122,24,1023
CP048241.1-123,88,327
CP048241.1-124,146,112
CP048241.1-125,102,241
CP048241.1-126,84,353
CP048241.1-127,72,445
CP048241.1-128,82,365
CP048241.1-129,36,853
CP048241.1-130,50,663
CP048241.1-131,55,608
CP048241.1-132,127,156
CP048241.1-133,57,582
CP048241.1-134,154,98
CP048241.1-135,285,19
CP048241.1-136,188,60
CP048241.1-137,140,123
CP048241.1-138,268,26
CP048241.1-139,181,64
CP048241.1-140,41,791
CP048241.1-141,62,525
CP048241.1-142,23,1033
CP048241.1-143,130,147
CP048241.1-144,0,1263
CP048241.1-145,98,270
CP048241.1-146,92,297
CP048241.1-147,150,104
CP048241.1-148,92,298
CP048241.1-149,140,124
CP048241.1-150,58,564
CP048241.1-151,74,427
CP048241.1-152,54,622
CP048241.1-153,51,655
CP048241.1-154,143,120
CP048241.1-155,31,924
CP048241.1-156,57,583
CP048241.1-157,48,694
CP048241.1-158,13,1155
CP048241.1-159,33,896
CP048241.1-160,45,731
CP048241.1-161,46,720
CP048241.1-162,35,870
CP048241.1-163,20,1081
CP048241.1-164,30,942
CP048241.1-165,20,1082
CP048241.1-166,17,1120
CP048241.1-167,45,732
CP048241.1-168,33,897
CP048241.1-169,12,1164
CP048241.1-170,1,1248
CP048241.1-171,46,721
CP048241.1-172,57,584
CP048241.1-173,37,841
CP048241.1-174,14,1149
CP048241.1-175,23,1034
CP048241.1-176,49,677
CP048241.1-177,21,1068
CP048241.1-178,24,1024
CP048241.1-179,35,871
CP048241.1-180,25,1016
CP048241.1-181,8,1196
CP048241.1-182,2,1234
CP048241.1-183,32,912
CP048241.1-184,10,1182
CP048242.1-0,2,1235
CP048242.1-1,2,1236
CP048242.1-2,28,966
CP048242.1-3,87,333
CP048242.1-4,36,854
CP048242.1-5,72,446
CP048242.1-6,48,695
CP048242.1-7,70,460
CP048242.1-8,15,1141
CP048242.1-9,49,678
CP048242.1-10,62,526
CP048242.1-11,19,1092
CP048242.1-12,22,1051
CP048242.1-13,47,707
CP048242.1-14,15,1142
CP048242.1-15,18,1108
CP048242.1-16,54,623
CP048242.1-17,38,826
CP048242.1-18,42,780
CP048242.1-19,44,750
CP048242.1-20,33,898
CP048242.1-21,45,733
CP048242.1-22,44,751
CP048242.1-23,98,271
CP048242.1-24,27,987
CP048242.1-25,18,1109
CP048242.1-26,70,461
CP048242.1-27,38,827
CP048242.1-28,36,855
CP048242.1-29,57,585
CP048242.1-30,37,842
CP048242.1-31,74,428
CP048242.1-32,28,967
CP048242.1-33,83,357
CP048242.1-34,13,1156
CP048242.1-35,23,1035
CP048242.1-36,26,999
CP048242.1-37,42,781
CP048242.1-38,68,472
CP048242.1-39,56,597
CP048242.1-40,42,782
CP048242.1-41,45,734
CP048242.1-42,2,1237
CP048242.1-43,24,1025
CP048242.1-44,34,885
CP048242.1-45,12,1165
CP048242.1-46,43,761
CP048242.1-47,22,1052
CP048242.1-48,39,812
CP048242.1-49,9,1190
CP048242.1-50,25,1017
CP048242.1-51,19,1093
CP048242.1-52,17,1121
CP048242.1-53,77,406
CP048242.1-54,52,642
CP048242.1-55,28,968
CP048242.1-56,19,1094
CP048242.1-57,12,1166
CP048242.1-58,51,656
CP048242.1-59,13,1157
CP048242.1-60,58,565
CP048242.1-61,54,624
CP048242.1-62,57,586
CP048242.1-63,52,643
CP048242.1-64,24,1026
CP048242.1-65,43,762
CP048242.1-66,98,272
CP048242.1-67,37,843
CP048242.1-68,45,735
CP048242.1-69,36,856
CP048242.1-70,35,872
CP048242.1-71,15,1143
CP048242.1-72,22,1053
CP048242.1-73,28,969
CP048242.1-74,72,447
CP048242.1-75,139,126
CP048242.1-76,39,813
CP048242.1-77,75,422
CP048242.1-78,48,696
CP048242.1-79,23,1036
CP048242.1-80,83,358
CP048242.1-81,35,873
CP048242.1-82,32,913
CP048242.1-83,8,1197
CP048242.1-84,31,925
CP048242.1-85,145,113
CP048242.1-86,186,62
CP048242.1-87,58,566
CP048242.1-88,141,121
CP048242.1-89,68,473
CP048242.1-90,30,943
CP048242.1-91,68,474
CP048242.1-92,14,1150
CP048242.1-93,46,722
CP048242.1-94,34,886
CP048242.1-95,66,492
CP048242.1-96,47,708
CP048242.1-97,80,380
CP048242.1-98,41,792
CP048242.1-99,97,274
CP048242.1-100,108,216
CP048242.1-101,145,114
CP048242.1-102,68,475
CP048242.1-103,155,94
CP048242.1-104,84,354
CP048242.1-105,358,8
CP048242.1-106,83,359
CP048242.1-107,90,316
CP048242.1-108,71,451
CP048242.1-109,155,95
CP048242.1-110,93,293
CP048242.1-111,61,538
CP048242.1-112,53,636
CP048242.1-113,81,371
CP048242.1-114,13,1158
CP048242.1-115,11,1176
CP048242.1-116,31,926
CP048242.1-117,231,35
CP048242.1-118,46,723
CP048242.1-119,30,944
CP048242.1-120,129,151
CP048242.1-121,68,476
CP048242.1-122,47,709
CP048242.1-123,17,1122
CP048242.1-124,115,192
CP048242.1-125,66,493
CP048242.1-126,30,945
CP048242.1-127,59,557
CP048242.1-128,53,637
CP048242.1-129,23,1037
CP048242.1-130,113,195
CP048242.1-131,102,242
CP048242.1-132,43,763
CP048242.1-133,6,1213
CP048242.1-134,74,429
CP048242.1-135,36,857
CP048242.1-136,56,598
CP048242.1-137,18,1110
CP048242.1-138,31,927
CP048242.1-139,58,567
CP048242.1-140,45,736
CP048242.1-141,9,1191
CP048242.1-142,7,1207
CP048242.1-143,0,1264
CP048242.1-144,0,1265
CP048242.1-145,0,1266
CP048242.1-146,0,1267
CP048242.1-147,0,1268
CP048242.1-148,1,1249
