feature_id,sample,condition,background,pool,reads,total_feature_reads,cpm
GWK60_C00187,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00187,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00187,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00187,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00209,yH298-H2O2-treated-facs-pool1,treated,yH298,1,2,1828,1094.0919037199124
GWK60_C00209,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00209,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00209,yH298-parent-pool2,parent,yH298,2,2,2013,993.5419771485346
GWK60_C00209,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00209,yH299-H2O2-treated-facs-pool4,treated,yH299,4,2,2244,891.2655971479501
GWK60_C00209,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00209,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00231,yH298-H2O2-treated-facs-pool1,treated,yH298,1,1,1828,547.0459518599562
GWK60_C00231,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00231,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00231,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00231,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00231,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00231,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00231,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00253,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00253,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00253,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00253,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00253,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00253,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00253,yH299-parent-pool3,parent,yH299,3,2,2117,944.7331128956071
GWK60_C00253,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00275,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00275,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00275,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00275,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00275,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00275,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00275,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00275,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00297,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00297,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00297,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00297,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00297,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00297,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00297,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00297,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00319,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00319,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00319,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00319,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00319,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00319,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00319,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00319,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00341,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00341,yH298-H2O2-treated-facs-pool2,treated,yH298,2,1,2101,475.963826749167
GWK60_C00341,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00341,yH298-parent-pool2,parent,yH298,2,2,2013,993.5419771485346
GWK60_C00341,yH299-H2O2-treated-facs-pool3,treated,yH299,3,1,2012,497.01789264413515
GWK60_C00341,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00341,yH299-parent-pool3,parent,yH299,3,1,2117,472.36655644780353
GWK60_C00341,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00363,yH298-H2O2-treated-facs-pool1,treated,yH298,1,1,1828,547.0459518599562
GWK60_C00363,yH298-H2O2-treated-facs-pool2,treated,yH298,2,1,2101,475.963826749167
GWK60_C00363,yH298-parent-pool1,parent,yH298,1,3,2000,1500
GWK60_C00363,yH298-parent-pool2,parent,yH298,2,2,2013,993.5419771485346
GWK60_C00363,yH299-H2O2-treated-facs-pool3,treated,yH299,3,5,2012,2485.089463220676
GWK60_C00363,yH299-H2O2-treated-facs-pool4,treated,yH299,4,2,2244,891.2655971479501
GWK60_C00363,yH299-parent-pool3,parent,yH299,3,3,2117,1417.0996693434106
GWK60_C00363,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00385,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00385,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00385,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00385,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00385,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00385,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00385,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00385,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00407,yH298-H2O2-treated-facs-pool1,treated,yH298,1,1,1828,547.0459518599562
GWK60_C00407,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00407,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00407,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00407,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00407,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00407,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00407,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00429,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00429,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00429,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00429,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00429,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00429,yH299-H2O2-treated-facs-pool4,treated,yH299,4,2,2244,891.2655971479501
GWK60_C00429,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00429,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00451,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00451,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00451,yH298-parent-pool1,parent,yH298,1,1,2000,500
GWK60_C00451,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00451,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00451,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00451,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00451,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00473,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00473,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00473,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00473,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00473,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00473,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00473,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00473,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00495,yH298-H2O2-treated-facs-pool1,treated,yH298,1,2,1828,1094.0919037199124
GWK60_C00495,yH298-H2O2-treated-facs-pool2,treated,yH298,2,3,2101,1427.8914802475012
GWK60_C00495,yH298-parent-pool1,parent,yH298,1,1,2000,500
GWK60_C00495,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00495,yH299-H2O2-treated-facs-pool3,treated,yH299,3,1,2012,497.01789264413515
GWK60_C00495,yH299-H2O2-treated-facs-pool4,treated,yH299,4,1,2244,445.63279857397504
GWK60_C00495,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00495,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00517,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00517,yH298-H2O2-treated-facs-pool2,treated,yH298,2,1,2101,475.963826749167
GWK60_C00517,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00517,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00517,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00517,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00517,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00517,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00539,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00539,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00539,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00539,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00539,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00539,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00539,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00539,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00561,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00561,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00561,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00561,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00561,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00561,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00561,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00561,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00583,yH298-H2O2-treated-facs-pool1,treated,yH298,1,1,1828,547.0459518599562
GWK60_C00583,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00583,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00583,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00583,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00583,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00583,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00583,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00605,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00605,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00605,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00605,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00605,yH299-H2O2-treated-facs-pool3,treated,yH299,3,3,2012,1491.0536779324054
GWK60_C00605,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00605,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00605,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00627,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00627,yH298-H2O2-treated-facs-pool2,treated,yH298,2,3,2101,1427.8914802475012
GWK60_C00627,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00627,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00627,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00627,yH299-H2O2-treated-facs-pool4,treated,yH299,4,2,2244,891.2655971479501
GWK60_C00627,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00627,yH299-parent-pool4,parent,yH299,4,3,1572,1908.3969465648854
GWK60_C00649,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00649,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00649,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00649,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00649,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00649,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00649,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00649,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00671,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00671,yH298-H2O2-treated-facs-pool2,treated,yH298,2,5,2101,2379.819133745835
GWK60_C00671,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00671,yH298-parent-pool2,parent,yH298,2,1,2013,496.7709885742673
GWK60_C00671,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00671,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00671,yH299-parent-pool3,parent,yH299,3,1,2117,472.36655644780353
GWK60_C00671,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00693,yH298-H2O2-treated-facs-pool1,treated,yH298,1,12,1828,6564.551422319475
GWK60_C00693,yH298-H2O2-treated-facs-pool2,treated,yH298,2,6,2101,2855.7829604950025
GWK60_C00693,yH298-parent-pool1,parent,yH298,1,3,2000,1500
GWK60_C00693,yH298-parent-pool2,parent,yH298,2,5,2013,2483.8549428713363
GWK60_C00693,yH299-H2O2-treated-facs-pool3,treated,yH299,3,6,2012,2982.107355864811
GWK60_C00693,yH299-H2O2-treated-facs-pool4,treated,yH299,4,4,2244,1782.5311942959001
GWK60_C00693,yH299-parent-pool3,parent,yH299,3,6,2117,2834.199338686821
GWK60_C00693,yH299-parent-pool4,parent,yH299,4,1,1572,636.1323155216286
GWK60_C00715,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00715,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00715,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00715,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00715,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00715,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00715,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00715,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00737,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00737,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00737,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00737,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00737,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00737,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00737,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00737,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00759,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00759,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00759,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00759,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00759,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00759,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00759,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00759,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00781,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00781,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00781,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00781,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00781,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00781,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00781,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00781,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00803,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00803,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00803,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00803,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00803,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00803,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00803,yH299-parent-pool3,parent,yH299,3,2,2117,944.7331128956071
GWK60_C00803,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00825,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00825,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00825,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00825,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00825,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00825,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00825,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00825,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00847,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00847,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00847,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00847,yH298-parent-pool2,parent,yH298,2,1,2013,496.7709885742673
GWK60_C00847,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00847,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00847,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00847,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00869,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00869,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00869,yH298-parent-pool1,parent,yH298,1,1,2000,500
GWK60_C00869,yH298-parent-pool2,parent,yH298,2,3,2013,1490.312965722802
GWK60_C00869,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00869,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00869,yH299-parent-pool3,parent,yH299,3,3,2117,1417.0996693434106
GWK60_C00869,yH299-parent-pool4,parent,yH299,4,2,1572,1272.2646310432572
GWK60_C00891,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00891,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00891,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00891,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00891,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00891,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00891,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00891,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00913,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00913,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00913,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00913,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00913,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00913,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00913,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00913,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00935,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00935,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00935,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00935,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00935,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00935,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00935,yH299-parent-pool3,parent,yH299,3,1,2117,472.36655644780353
GWK60_C00935,yH299-parent-pool4,parent,yH299,4,2,1572,1272.2646310432572
GWK60_C00957,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00957,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C00957,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00957,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00957,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00957,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00957,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00957,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C00979,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C00979,yH298-H2O2-treated-facs-pool2,treated,yH298,2,1,2101,475.963826749167
GWK60_C00979,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C00979,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C00979,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C00979,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C00979,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C00979,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C01001,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C01001,yH298-H2O2-treated-facs-pool2,treated,yH298,2,1,2101,475.963826749167
GWK60_C01001,yH298-parent-pool1,parent,yH298,1,1,2000,500
GWK60_C01001,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C01001,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C01001,yH299-H2O2-treated-facs-pool4,treated,yH299,4,1,2244,445.63279857397504
GWK60_C01001,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C01001,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C01023,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C01023,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C01023,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C01023,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C01023,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C01023,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C01023,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C01023,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C01045,yH298-H2O2-treated-facs-pool1,treated,yH298,1,1,1828,547.0459518599562
GWK60_C01045,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C01045,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C01045,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C01045,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C01045,yH299-H2O2-treated-facs-pool4,treated,yH299,4,1,2244,445.63279857397504
GWK60_C01045,yH299-parent-pool3,parent,yH299,3,1,2117,472.36655644780353
GWK60_C01045,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C01067,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C01067,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C01067,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C01067,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C01067,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C01067,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C01067,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C01067,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C01089,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C01089,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C01089,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C01089,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_C01089,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C01089,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_C01089,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C01089,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_C01111,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_C01111,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_C01111,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_C01111,yH298-parent-pool2,parent,yH298,2,1,2013,496.7709885742673
GWK60_C01111,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_C01111,yH299-H2O2-treated-facs-pool4,treated,yH299,4,5,2244,2228.1639928698755
GWK60_C01111,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_C01111,yH299-parent-pool4,parent,yH299,4,1,1572,636.1323155216286
