Bin index,yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2 rank
CP048241.1-110,33,476
CP048241.1-111,15,932
CP048241.1-112,17,880
CP048241.1-113,12,1020
CP048241.1-114,13,988
CP048241.1-115,50,265
CP048241.1-116,26,620
CP048241.1-117,66,156
CP048241.1-118,22,737
CP048241.1-119,41,366
CP048241.1-120,25,649
CP048241.1-121,8,1112
CP048241.1-122,5,1170
CP048241.1-123,48,289
CP048241.1-124,89,73
CP048241.1-125,55,216
CP048241.1-126,56,211
CP048241.1-127,36,422
CP048241.1-128,44,326
CP048241.1-129,14,956
CP048241.1-130,23,702
CP048241.1-131,25,650
CP048241.1-132,85,87
CP048241.1-133,28,573
CP048241.1-134,82,98
CP048241.1-135,173,11
CP048241.1-136,90,70
CP048241.1-137,86,81
CP048241.1-138,132,32
CP048241.1-139,87,79
CP048241.1-140,17,881
CP048241.1-141,33,477
CP048241.1-142,12,1021
CP048241.1-143,71,133
CP048241.1-144,8,1113
CP048241.1-145,72,126
CP048241.1-146,47,296
CP048241.1-147,92,64
CP048241.1-148,63,172
CP048241.1-149,92,65
CP048241.1-150,19,817
CP048241.1-151,32,497
CP048241.1-152,26,621
CP048241.1-153,28,574
CP048241.1-154,51,257
CP048241.1-155,19,818
CP048241.1-156,35,449
CP048241.1-157,27,594
CP048241.1-158,4,1194
CP048241.1-159,17,882
CP048241.1-160,28,575
CP048241.1-161,18,852
CP048241.1-162,26,622
CP048241.1-163,9,1084
CP048241.1-164,6,1151
CP048241.1-165,7,1133
CP048241.1-166,6,1152
CP048241.1-167,26,623
CP048241.1-168,21,767
CP048241.1-169,6,1153
CP048241.1-170,1,1236
CP048241.1-171,23,703
CP048241.1-172,29,545
CP048241.1-173,20,790
CP048241.1-174,14,957
CP048241.1-175,14,958
CP048241.1-176,26,624
CP048241.1-177,8,1114
CP048241.1-178,18,853
CP048241.1-179,18,854
CP048241.1-180,4,1195
CP048241.1-181,0,1258
CP048241.1-182,1,1237
CP048241.1-183,3,1212
CP048241.1-184,1,1238
CP048242.1-0,3,1213
CP048242.1-1,0,1259
CP048242.1-2,13,989
CP048242.1-3,34,460
CP048242.1-4,27,595
CP048242.1-5,31,514
CP048242.1-6,36,423
CP048242.1-7,33,478
CP048242.1-8,8,1115
CP048242.1-9,34,461
CP048242.1-10,19,819
CP048242.1-11,10,1061
CP048242.1-12,10,1062
CP048242.1-13,20,791
CP048242.1-14,10,1063
CP048242.1-15,15,933
CP048242.1-16,27,596
CP048242.1-17,16,910
CP048242.1-18,20,792
CP048242.1-19,18,855
CP048242.1-20,20,793
CP048242.1-21,25,651
CP048242.1-22,17,883
CP048242.1-23,38,401
CP048242.1-24,9,1085
CP048242.1-25,9,1086
CP048242.1-26,30,521
CP048242.1-27,26,625
CP048242.1-28,13,990
CP048242.1-29,28,576
CP048242.1-30,13,991
CP048242.1-31,38,402
CP048242.1-32,14,959
CP048242.1-33,42,353
CP048242.1-34,6,1154
CP048242.1-35,5,1171
CP048242.1-36,10,1064
CP048242.1-37,17,884
CP048242.1-38,33,479
CP048242.1-39,21,768
CP048242.1-40,17,885
CP048242.1-41,19,820
CP048242.1-42,3,1214
CP048242.1-43,4,1196
CP048242.1-44,19,821
CP048242.1-45,12,1022
CP048242.1-46,23,704
CP048242.1-47,20,794
CP048242.1-48,8,1116
CP048242.1-49,7,1134
CP048242.1-50,14,960
CP048242.1-51,11,1040
CP048242.1-52,11,1041
CP048242.1-53,41,367
CP048242.1-54,25,652
CP048242.1-55,9,1087
CP048242.1-56,14,961
CP048242.1-57,8,1117
CP048242.1-58,23,705
CP048242.1-59,11,1042
CP048242.1-60,30,522
CP048242.1-61,20,795
CP048242.1-62,23,706
CP048242.1-63,36,424
CP048242.1-64,7,1135
CP048242.1-65,23,707
CP048242.1-66,51,258
CP048242.1-67,16,911
CP048242.1-68,21,769
CP048242.1-69,17,886
CP048242.1-70,22,738
CP048242.1-71,13,992
CP048242.1-72,9,1088
CP048242.1-73,18,856
CP048242.1-74,29,546
CP048242.1-75,68,145
CP048242.1-76,17,887
CP048242.1-77,34,462
CP048242.1-78,29,547
CP048242.1-79,14,962
CP048242.1-80,48,290
CP048242.1-81,15,934
CP048242.1-82,18,857
CP048242.1-83,6,1155
CP048242.1-84,19,822
CP048242.1-85,63,173
CP048242.1-86,93,61
CP048242.1-87,23,708
CP048242.1-88,61,187
CP048242.1-89,27,597
CP048242.1-90,26,626
CP048242.1-91,19,823
CP048242.1-92,1,1239
CP048242.1-93,23,709
CP048242.1-94,21,770
CP048242.1-95,40,379
CP048242.1-96,19,824
CP048242.1-97,34,463
CP048242.1-98,33,480
CP048242.1-99,60,190
CP048242.1-100,71,134
CP048242.1-101,68,146
CP048242.1-102,29,548
CP048242.1-103,82,99
CP048242.1-104,51,259
CP048242.1-105,212,4
CP048242.1-106,36,425
CP048242.1-107,39,394
CP048242.1-108,72,127
CP048242.1-109,86,82
CP048242.1-110,53,234
CP048242.1-111,32,498
CP048242.1-112,26,627
CP048242.1-113,36,426
CP048242.1-114,7,1136
CP048242.1-115,5,1172
CP048242.1-116,9,1089
CP048242.1-117,133,31
CP048242.1-118,22,739
CP048242.1-119,16,912
CP048242.1-120,86,83
CP048242.1-121,31,515
CP048242.1-122,35,450
CP048242.1-123,6,1156
CP048242.1-124,65,161
CP048242.1-125,30,523
CP048242.1-126,27,598
CP048242.1-127,28,577
CP048242.1-128,19,825
CP048242.1-129,11,1043
CP048242.1-130,92,66
CP048242.1-131,56,212
CP048242.1-132,22,740
CP048242.1-133,4,1197
CP048242.1-134,28,578
CP048242.1-135,22,741
CP048242.1-136,21,771
CP048242.1-137,13,993
CP048242.1-138,12,1023
CP048242.1-139,37,416
CP048242.1-140,23,710
CP048242.1-141,7,1137
CP048242.1-142,4,1198
