feature_id,sample,condition,background,pool,reads,total_feature_reads,cpm
GWK60_D01639,yH298-H2O2-treated-facs-pool2,treated,H298,2,1256,4754213,264.1867329040579
GWK60_D01639,yH298-parent-pool1,parent,H298,1,1038,5503956,188.59162391559818
GWK60_D01639,yH298-parent-pool2,parent,H298,2,1489,8119668,183.3818821163624
GWK60_D01639,yH299-H2O2-treated-facs-pool3,treated,H299,3,741,5043889,146.91044945675847
GWK60_D01639,yH299-H2O2-treated-facs-pool4,treated,H299,4,767,5747369,133.4523675093769
GWK60_D01639,yH299-parent-pool3,parent,H299,3,1436,6388828,224.76735952196555
GWK60_D01639,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01661,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D01661,yH298-H2O2-treated-facs-pool2,treated,H298,2,363,4754213,76.35333124536069
GWK60_D01661,yH298-parent-pool1,parent,H298,1,22,5503956,3.997124977016531
GWK60_D01661,yH298-parent-pool2,parent,H298,2,251,8119668,30.91259396320145
GWK60_D01661,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D01661,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D01661,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D01661,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01683,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D01683,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D01683,yH298-parent-pool1,parent,H298,1,253,5503956,45.96693723569011
GWK60_D01683,yH298-parent-pool2,parent,H298,2,69,8119668,8.497884396258565
GWK60_D01683,yH299-H2O2-treated-facs-pool3,treated,H299,3,1392,5043889,275.97752448557054
GWK60_D01683,yH299-H2O2-treated-facs-pool4,treated,H299,4,490,5747369,85.25640166831118
GWK60_D01683,yH299-parent-pool3,parent,H299,3,206,6388828,32.24378555816497
GWK60_D01683,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01705,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D01705,yH298-H2O2-treated-facs-pool2,treated,H298,2,239,4754213,50.27120156374988
GWK60_D01705,yH298-parent-pool1,parent,H298,1,118,5503956,21.43912487672503
GWK60_D01705,yH298-parent-pool2,parent,H298,2,299,8119668,36.82416571712045
GWK60_D01705,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D01705,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D01705,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D01705,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01727,yH298-H2O2-treated-facs-pool1,treated,H298,1,370,4654293,79.49649925348491
GWK60_D01727,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D01727,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D01727,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D01727,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D01727,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D01727,yH299-parent-pool3,parent,H299,3,1481,6388828,231.81090491088506
GWK60_D01727,yH299-parent-pool4,parent,H299,4,764,4223882,180.87626500929716
GWK60_D01749,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D01749,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D01749,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D01749,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D01749,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D01749,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D01749,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D01749,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01771,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D01771,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D01771,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D01771,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D01771,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D01771,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D01771,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D01771,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01793,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D01793,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D01793,yH298-parent-pool1,parent,H298,1,418,5503956,75.9453745633141
GWK60_D01793,yH298-parent-pool2,parent,H298,2,121,8119668,14.90208712967082
GWK60_D01793,yH299-H2O2-treated-facs-pool3,treated,H299,3,170,5043889,33.704151697232035
GWK60_D01793,yH299-H2O2-treated-facs-pool4,treated,H299,4,1154,5747369,200.78752556169616
GWK60_D01793,yH299-parent-pool3,parent,H299,3,24,6388828,3.7565575407570844
GWK60_D01793,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01815,yH298-H2O2-treated-facs-pool1,treated,H298,1,102,4654293,21.915251145555295
GWK60_D01815,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D01815,yH298-parent-pool1,parent,H298,1,523,5503956,95.02256195362027
GWK60_D01815,yH298-parent-pool2,parent,H298,2,206,8119668,25.370495443902385
GWK60_D01815,yH299-H2O2-treated-facs-pool3,treated,H299,3,1964,5043889,389.38208196096303
GWK60_D01815,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D01815,yH299-parent-pool3,parent,H299,3,1156,6388828,180.94085487979956
GWK60_D01815,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01837,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D01837,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D01837,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D01837,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D01837,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D01837,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D01837,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D01837,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01859,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D01859,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D01859,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D01859,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D01859,yH299-H2O2-treated-facs-pool3,treated,H299,3,221,5043889,43.81539720640165
GWK60_D01859,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D01859,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D01859,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01881,yH298-H2O2-treated-facs-pool1,treated,H298,1,1645,4654293,353.4371385729261
GWK60_D01881,yH298-H2O2-treated-facs-pool2,treated,H298,2,162,4754213,34.07504039049155
GWK60_D01881,yH298-parent-pool1,parent,H298,1,20,5503956,3.6337499791059376
GWK60_D01881,yH298-parent-pool2,parent,H298,2,2658,8119668,327.3532858732648
GWK60_D01881,yH299-H2O2-treated-facs-pool3,treated,H299,3,384,5043889,76.13173089257118
GWK60_D01881,yH299-H2O2-treated-facs-pool4,treated,H299,4,8,5747369,1.3919412517275296
GWK60_D01881,yH299-parent-pool3,parent,H299,3,128,6388828,20.034973550704446
GWK60_D01881,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01903,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D01903,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D01903,yH298-parent-pool1,parent,H298,1,1599,5503956,290.5183108295197
GWK60_D01903,yH298-parent-pool2,parent,H298,2,481,8119668,59.23887528406334
GWK60_D01903,yH299-H2O2-treated-facs-pool3,treated,H299,3,41,5043889,8.128648350508904
GWK60_D01903,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D01903,yH299-parent-pool3,parent,H299,3,541,6388828,84.67906789789926
GWK60_D01903,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01925,yH298-H2O2-treated-facs-pool1,treated,H298,1,90,4654293,19.336986304901732
GWK60_D01925,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D01925,yH298-parent-pool1,parent,H298,1,475,5503956,86.30156200376602
GWK60_D01925,yH298-parent-pool2,parent,H298,2,127,8119668,15.641033598910694
GWK60_D01925,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D01925,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D01925,yH299-parent-pool3,parent,H299,3,1251,6388828,195.810561811963
GWK60_D01925,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D01947,yH298-H2O2-treated-facs-pool1,treated,H298,1,6238,4654293,1340.268006333078
GWK60_D01947,yH298-H2O2-treated-facs-pool2,treated,H298,2,869,4754213,182.78524752677257
GWK60_D01947,yH298-parent-pool1,parent,H298,1,1363,5503956,247.64006107606963
GWK60_D01947,yH298-parent-pool2,parent,H298,2,3823,8119668,470.8320586506739
GWK60_D01947,yH299-H2O2-treated-facs-pool3,treated,H299,3,3110,5043889,616.5877163434802
GWK60_D01947,yH299-H2O2-treated-facs-pool4,treated,H299,4,36,5747369,6.263735632773884
GWK60_D01947,yH299-parent-pool3,parent,H299,3,2492,6388828,390.0558913152772
GWK60_D01947,yH299-parent-pool4,parent,H299,4,235,4223882,55.636023923016786
GWK60_D01969,yH298-H2O2-treated-facs-pool1,treated,H298,1,418,4654293,89.80955861609915
GWK60_D01969,yH298-H2O2-treated-facs-pool2,treated,H298,2,8,4754213,1.6827180439748914
GWK60_D01969,yH298-parent-pool1,parent,H298,1,5,5503956,0.9084374947764844
GWK60_D01969,yH298-parent-pool2,parent,H298,2,49,8119668,6.0347294987923155
GWK60_D01969,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D01969,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D01969,yH299-parent-pool3,parent,H299,3,307,6388828,48.052631875517704
GWK60_D01969,yH299-parent-pool4,parent,H299,4,4,4223882,0.9469961518811368
GWK60_D02013,yH298-H2O2-treated-facs-pool1,treated,H298,1,3,4654293,0.644566210163391
GWK60_D02013,yH298-H2O2-treated-facs-pool2,treated,H298,2,438,4754213,92.1288129076253
GWK60_D02013,yH298-parent-pool1,parent,H298,1,479,5503956,87.02831199958722
GWK60_D02013,yH298-parent-pool2,parent,H298,2,339,8119668,41.75047551205296
GWK60_D02013,yH299-H2O2-treated-facs-pool3,treated,H299,3,1096,5043889,217.2926485892136
GWK60_D02013,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02013,yH299-parent-pool3,parent,H299,3,4037,6388828,631.8842830015145
GWK60_D02013,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02035,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02035,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02035,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02035,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D02035,yH299-H2O2-treated-facs-pool3,treated,H299,3,121,5043889,23.989425619794567
GWK60_D02035,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02035,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02035,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02057,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02057,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02057,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02057,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D02057,yH299-H2O2-treated-facs-pool3,treated,H299,3,345,5043889,68.39960197379443
GWK60_D02057,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02057,yH299-parent-pool3,parent,H299,3,129,6388828,20.191496781569324
GWK60_D02057,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02079,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02079,yH298-H2O2-treated-facs-pool2,treated,H298,2,736,4754213,154.81006004569002
GWK60_D02079,yH298-parent-pool1,parent,H298,1,615,5503956,111.73781185750758
GWK60_D02079,yH298-parent-pool2,parent,H298,2,1570,8119668,193.3576594511007
GWK60_D02079,yH299-H2O2-treated-facs-pool3,treated,H299,3,244,5043889,48.37537067132128
GWK60_D02079,yH299-H2O2-treated-facs-pool4,treated,H299,4,654,5747369,113.79119732872554
GWK60_D02079,yH299-parent-pool3,parent,H299,3,1542,6388828,241.35882199364264
GWK60_D02079,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02101,yH298-H2O2-treated-facs-pool1,treated,H298,1,2142,4654293,460.2202740566612
GWK60_D02101,yH298-H2O2-treated-facs-pool2,treated,H298,2,1349,4754213,283.74833016526605
GWK60_D02101,yH298-parent-pool1,parent,H298,1,1344,5503956,244.187998595919
GWK60_D02101,yH298-parent-pool2,parent,H298,2,4317,8119668,531.6719846180904
GWK60_D02101,yH299-H2O2-treated-facs-pool3,treated,H299,3,160,5043889,31.72155453857133
GWK60_D02101,yH299-H2O2-treated-facs-pool4,treated,H299,4,50,5747369,8.69963282329706
GWK60_D02101,yH299-parent-pool3,parent,H299,3,2305,6388828,360.786047143545
GWK60_D02101,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02123,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02123,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02123,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02123,yH298-parent-pool2,parent,H298,2,314,8119668,38.671531890220145
GWK60_D02123,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D02123,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02123,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02123,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02145,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02145,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02145,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02145,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D02145,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D02145,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02145,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02145,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02167,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02167,yH298-H2O2-treated-facs-pool2,treated,H298,2,2764,4754213,581.379084193325
GWK60_D02167,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02167,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D02167,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D02167,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02167,yH299-parent-pool3,parent,H299,3,1,6388828,0.1565232308648785
GWK60_D02167,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02189,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02189,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02189,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02189,yH298-parent-pool2,parent,H298,2,42,8119668,5.172625284679127
GWK60_D02189,yH299-H2O2-treated-facs-pool3,treated,H299,3,84,5043889,16.65381613274995
GWK60_D02189,yH299-H2O2-treated-facs-pool4,treated,H299,4,1,5747369,0.1739926564659412
GWK60_D02189,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02189,yH299-parent-pool4,parent,H299,4,148,4223882,35.03885761960206
GWK60_D02211,yH298-H2O2-treated-facs-pool1,treated,H298,1,42,4654293,9.023926942287476
GWK60_D02211,yH298-H2O2-treated-facs-pool2,treated,H298,2,1,4754213,0.21033975549686143
GWK60_D02211,yH298-parent-pool1,parent,H298,1,2033,5503956,369.37068537611856
GWK60_D02211,yH298-parent-pool2,parent,H298,2,630,8119668,77.58937927018691
GWK60_D02211,yH299-H2O2-treated-facs-pool3,treated,H299,3,237,5043889,46.98755266025878
GWK60_D02211,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02211,yH299-parent-pool3,parent,H299,3,566,6388828,88.59214866952122
GWK60_D02211,yH299-parent-pool4,parent,H299,4,1578,4223882,373.58998191710845
GWK60_D02233,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02233,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02233,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02233,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D02233,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D02233,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02233,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02233,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02255,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02255,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02255,yH298-parent-pool1,parent,H298,1,508,5503956,92.29724946929082
GWK60_D02255,yH298-parent-pool2,parent,H298,2,947,8119668,116.63038439502698
GWK60_D02255,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D02255,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02255,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02255,yH299-parent-pool4,parent,H299,4,132,4223882,31.250873012077513
GWK60_D02277,yH298-H2O2-treated-facs-pool1,treated,H298,1,2,4654293,0.42971080677559403
GWK60_D02277,yH298-H2O2-treated-facs-pool2,treated,H298,2,210,4754213,44.1713486543409
GWK60_D02277,yH298-parent-pool1,parent,H298,1,180,5503956,32.70374981195344
GWK60_D02277,yH298-parent-pool2,parent,H298,2,191,8119668,23.5231292708027
GWK60_D02277,yH299-H2O2-treated-facs-pool3,treated,H299,3,450,5043889,89.21687213973186
GWK60_D02277,yH299-H2O2-treated-facs-pool4,treated,H299,4,513,5747369,89.25823276702783
GWK60_D02277,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02277,yH299-parent-pool4,parent,H299,4,240,4223882,56.81976911286821
GWK60_D02299,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02299,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02299,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02299,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D02299,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D02299,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02299,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02299,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02321,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02321,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02321,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02321,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D02321,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D02321,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02321,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02321,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02343,yH298-H2O2-treated-facs-pool1,treated,H298,1,741,4654293,159.20785391035758
GWK60_D02343,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02343,yH298-parent-pool1,parent,H298,1,68,5503956,12.354749928960187
GWK60_D02343,yH298-parent-pool2,parent,H298,2,19,8119668,2.3399971525929386
GWK60_D02343,yH299-H2O2-treated-facs-pool3,treated,H299,3,36,5043889,7.137349771178549
GWK60_D02343,yH299-H2O2-treated-facs-pool4,treated,H299,4,1805,5747369,314.05674492102384
GWK60_D02343,yH299-parent-pool3,parent,H299,3,397,6388828,62.13972265335676
GWK60_D02343,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02365,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02365,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02365,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02365,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D02365,yH299-H2O2-treated-facs-pool3,treated,H299,3,2,5043889,0.3965194317321416
GWK60_D02365,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02365,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02365,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02387,yH298-H2O2-treated-facs-pool1,treated,H298,1,578,4654293,124.18642315814668
GWK60_D02387,yH298-H2O2-treated-facs-pool2,treated,H298,2,26,4754213,5.468833642918397
GWK60_D02387,yH298-parent-pool1,parent,H298,1,1,5503956,0.18168749895529687
GWK60_D02387,yH298-parent-pool2,parent,H298,2,1,8119668,0.12315774487331256
GWK60_D02387,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D02387,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02387,yH299-parent-pool3,parent,H299,3,694,6388828,108.62712222022569
GWK60_D02387,yH299-parent-pool4,parent,H299,4,1074,4223882,254.26846678008522
GWK60_D02409,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02409,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02409,yH298-parent-pool1,parent,H298,1,1,5503956,0.18168749895529687
GWK60_D02409,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D02409,yH299-H2O2-treated-facs-pool3,treated,H299,3,281,5043889,55.71098015836589
GWK60_D02409,yH299-H2O2-treated-facs-pool4,treated,H299,4,471,5747369,81.95054119545831
GWK60_D02409,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02409,yH299-parent-pool4,parent,H299,4,325,4223882,76.94343734034237
GWK60_D02431,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02431,yH298-H2O2-treated-facs-pool2,treated,H298,2,193,4754213,40.595572810894254
GWK60_D02431,yH298-parent-pool1,parent,H298,1,277,5503956,50.32743721061724
GWK60_D02431,yH298-parent-pool2,parent,H298,2,531,8119668,65.39676252772897
GWK60_D02431,yH299-H2O2-treated-facs-pool3,treated,H299,3,312,5043889,61.85703135021409
GWK60_D02431,yH299-H2O2-treated-facs-pool4,treated,H299,4,35,5747369,6.089742976307941
GWK60_D02431,yH299-parent-pool3,parent,H299,3,2284,6388828,357.4990592953825
GWK60_D02431,yH299-parent-pool4,parent,H299,4,745,4223882,176.37803328786174
GWK60_D02453,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02453,yH298-H2O2-treated-facs-pool2,treated,H298,2,476,4754213,100.12172361650603
GWK60_D02453,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02453,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D02453,yH299-H2O2-treated-facs-pool3,treated,H299,3,452,5043889,89.61339157146399
GWK60_D02453,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02453,yH299-parent-pool3,parent,H299,3,479,6388828,74.9746275842768
GWK60_D02453,yH299-parent-pool4,parent,H299,4,3,4223882,0.7102471139108526
GWK60_D02475,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02475,yH298-H2O2-treated-facs-pool2,treated,H298,2,218,4754213,45.85406669831579
GWK60_D02475,yH298-parent-pool1,parent,H298,1,2,5503956,0.36337499791059374
GWK60_D02475,yH298-parent-pool2,parent,H298,2,1,8119668,0.12315774487331256
GWK60_D02475,yH299-H2O2-treated-facs-pool3,treated,H299,3,1362,5043889,270.0297330095884
GWK60_D02475,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02475,yH299-parent-pool3,parent,H299,3,6,6388828,0.9391393851892711
GWK60_D02475,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02497,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02497,yH298-H2O2-treated-facs-pool2,treated,H298,2,70,4754213,14.723782884780299
GWK60_D02497,yH298-parent-pool1,parent,H298,1,12,5503956,2.1802499874635624
GWK60_D02497,yH298-parent-pool2,parent,H298,2,3,8119668,0.36947323461993764
GWK60_D02497,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D02497,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02497,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02497,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02519,yH298-H2O2-treated-facs-pool1,treated,H298,1,24,4654293,5.156529681307128
GWK60_D02519,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02519,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02519,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D02519,yH299-H2O2-treated-facs-pool3,treated,H299,3,84,5043889,16.65381613274995
GWK60_D02519,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02519,yH299-parent-pool3,parent,H299,3,0,6388828,0
GWK60_D02519,yH299-parent-pool4,parent,H299,4,0,4223882,0
GWK60_D02541,yH298-H2O2-treated-facs-pool1,treated,H298,1,0,4654293,0
GWK60_D02541,yH298-H2O2-treated-facs-pool2,treated,H298,2,0,4754213,0
GWK60_D02541,yH298-parent-pool1,parent,H298,1,0,5503956,0
GWK60_D02541,yH298-parent-pool2,parent,H298,2,0,8119668,0
GWK60_D02541,yH299-H2O2-treated-facs-pool3,treated,H299,3,0,5043889,0
GWK60_D02541,yH299-H2O2-treated-facs-pool4,treated,H299,4,0,5747369,0
GWK60_D02541,yH299-parent-pool3,parent,H299,3,0,6388828,0
